state,county,date,city,college,cases,cases_2021
Virginia,Tazewell,2021-05-26,Bluefield,Bluefield College,121,38.0
Virginia,Rockingham,2021-05-26,Bridgewater,Bridgewater College,118,73.0
Virginia,Newport News,2021-05-26,Newport News,Christopher Newport University,478,286.0
Virginia,Danville,2021-05-26,Danville,Danville Community College,21,8.0
Virginia,Charlotte,2021-05-26,Harrisonburg,Eastern Mennonite University,142,113.0
Virginia,Norfolk,2021-05-26,Norfolk,Eastern Virginia Medical School,130,63.0
Virginia,Washington,2021-05-26,Emory,Emory & Henry College,135,32.0
Virginia,Franklin,2021-05-26,Ferrum,Ferrum College,92,38.0
Virginia,Fairfax,2021-05-26,Fairfax,George Mason University,923,546.0
Virginia,Prince Edward,2021-05-26,Hampden-Sydney,Hampden-Sydney College,219,107.0
Virginia,Hampton,2021-05-26,Hampton,Hampton University,37,13.0
Virginia,Roanoke,2021-05-26,Roanoke,Hollins University,18,7.0
Virginia,Rockingham,2021-05-26,Harrisonburg,James Madison University,2543,783.0
Virginia,Campbell,2021-05-26,Lynchburg,Liberty University,1830,675.0
Virginia,Prince Edward,2021-05-26,Farmville,Longwood University,369,236.0
Virginia,Staunton,2021-05-26,Staunton,Mary Baldwin University,143,124.0
Virginia,Arlington,2021-05-26,Arlington,Marymount University,156,71.0
Virginia,Norfolk,2021-05-26,Norfolk,Norfolk State University,161,120.0
Virginia,Norfolk,2021-05-26,Norfolk,Old Dominion University,653,388.0
Virginia,Radford,2021-05-26,Radford,Radford University,689,122.0
Virginia,Campbell,2021-05-26,Lynchburg,Randolph College,42,41.0
Virginia,Hanover,2021-05-26,Ashland,Randolph-Macon College,239,181.0
Virginia,Roanoke,2021-05-26,Salem,Roanoke College,255,165.0
Virginia,Frederick,2021-05-26,Winchester,Shenandoah University,283,130.0
Virginia,Buena Vista,2021-05-26,Buena Vista,Southern Virginia University,11,
Virginia,Amherst,2021-05-26,Sweet Briar,Sweet Briar College,32,21.0
Virginia,Lynchburg,2021-05-26,Lynchburg,University of Lynchburg,234,77.0
Virginia,Fredericksburg,2021-05-26,Fredericksburg,University of Mary Washington,144,96.0
Virginia,Henrico,2021-05-26,Richmond,University of Richmond,520,382.0
Virginia,Charlottesville,2021-05-26,Charlottesville,University of Virginia,3491,1939.0
Virginia,Wise,2021-05-26,Wise,University of Virginia's College at Wise,89,52.0
Virginia,Richmond,2021-05-26,Richmond,Virginia Commonwealth University,1150,609.0
Virginia,Washington,2021-05-26,Abingdon,Virginia Highlands Community College,4,
Virginia,Lexington,2021-05-26,Lexington,Virginia Military Institute,528,392.0
Virginia,Petersburg,2021-05-26,Petersburg,Virginia State University,90,83.0
Virginia,Montgomery,2021-05-26,Blacksburg,Virginia Tech,3232,1506.0
Virginia,Richmond,2021-05-26,Richmond,Virginia Union University,30,13.0
Virginia,Virginia Beach,2021-05-26,Virginia Beach,Virginia Wesleyan University,85,56.0
Virginia,Rockbridge,2021-05-26,Lexington,Washington and Lee University,473,319.0
Virginia,Williamsburg City,2021-05-26,Williamsburg,William & Mary,422,328.0
"Washington, D.C.","Washington, D.C.",2021-05-26,Washington,American University,219,177.0
"Washington, D.C.","Washington, D.C.",2021-05-26,Washington,Catholic University of America,345,103.0
"Washington, D.C.","Washington, D.C.",2021-05-26,Washington,Gallaudet University,19,14.0
"Washington, D.C.","Washington, D.C.",2021-05-26,Washington,George Washington University,742,451.0
"Washington, D.C.","Washington, D.C.",2021-05-26,Washington,Georgetown University,866,581.0
"Washington, D.C.","Washington, D.C.",2021-05-26,Washington,Howard University,237,144.0
"Washington, D.C.","Washington, D.C.",2021-05-26,Washington,Trinity Washington University,0,
"Washington, D.C.","Washington, D.C.",2021-05-26,Washington,University of the District of Columbia,11,4.0
Washington,King,2021-05-26,Bellevue,Bellevue College,15,15.0
Washington,Whatcom,2021-05-26,Bellingham,Bellingham Technical College,0,0.0
Washington,Snohomish,2021-05-26,Bothell,Cascadia College,4,3.0
Washington,Kittitas,2021-05-26,Ellensburg,Central Washington University,479,254.0
Washington,Lewis,2021-05-26,Centralia,Centralia College,30,20.0
Washington,Clark,2021-05-26,Vancouver,Clark College,1,
Washington,Pierce,2021-05-26,Lakewood,Clover Park Technical College,43,17.0
Washington,Franklin,2021-05-26,Pasco,Columbia Basin College,36,29.0
Washington,Spokane,2021-05-26,Cheney,Eastern Washington University,387,85.0
Washington,Snohomish,2021-05-26,Lynnwood,Edmonds College,26,15.0
Washington,Snohomish,2021-05-26,Everett,Everett Community College,17,2.0
Washington,Thurston,2021-05-26,Olympia,Evergreen State College,15,5.0
Washington,Spokane,2021-05-26,Spokane,Gonzaga University,734,481.0
Washington,Grays Harbor,2021-05-26,Aberdeen,Grays Harbor College,5,5.0
Washington,King,2021-05-26,Auburn,Green River College,13,7.0
Washington,King,2021-05-26,Des Moines,Highline College,6,1.0
Washington,King,2021-05-26,Kirkland,Lake Washington Institute of Technology,13,4.0
Washington,Cowlitz,2021-05-26,Longview,Lower Columbia College,44,40.0
Washington,King,2021-05-26,Seattle,North Seattle College,5,3.0
Washington,Whatcom,2021-05-26,Bellingham,Northwest Indian College,0,
Washington,Kitsap,2021-05-26,Bremerton,Olympic College,13,8.0
Washington,Pierce,2021-05-26,Tacoma,Pacific Lutheran University,44,25.0
Washington,Clallam,2021-05-26,Port Angeles,Peninsula College,1,1.0
Washington,Pierce,2021-05-26,Lakewood,Pierce College,27,24.0
Washington,King,2021-05-26,Renton,Renton Technical College,14,8.0
Washington,Thurston,2021-05-26,Lacey,Saint Martin's University,2,
Washington,King,2021-05-26,Seattle,Seattle Central College,12,5.0
Washington,King,2021-05-26,Seattle,Seattle Pacific University,39,21.0
Washington,King,2021-05-26,Seattle,Seattle University,83,37.0
Washington,Skagit,2021-05-26,Mount Vernon,Skagit Valley College,1,
Washington,King,2021-05-26,Seattle,South Seattle College,11,5.0
Washington,Spokane,2021-05-26,Spokane,Spokane Community College,109,48.0
Washington,Spokane,2021-05-26,Spokane,Spokane Falls Community College,73,36.0
Washington,Pierce,2021-05-26,Tacoma,Tacoma Community College,19,8.0
Washington,Pierce,2021-05-26,Tacoma,University of Puget Sound,80,47.0
Washington,King,2021-05-26,Seattle,University of Washington,1719,647.0
Washington,King,2021-05-26,Bothell,University of Washington Bothell,23,9.0
Washington,Pierce,2021-05-26,Tacoma,University of Washington Tacoma,68,23.0
Washington,Walla Walla,2021-05-26,Walla Walla,Walla Walla Community College,23,14.0
Washington,Whitman,2021-05-26,Pullman,Washington State University,2737,849.0
Washington,Chelan,2021-05-26,Wenatchee,Wenatchee Valley College,2,
Washington,Whatcom,2021-05-26,Bellingham,Western Washington University,101,71.0
Washington,Whatcom,2021-05-26,Bellingham,Whatcom Community College,18,7.0
Washington,Walla Walla,2021-05-26,Walla Walla,Whitman College,53,36.0
Washington,Spokane,2021-05-26,Spokane,Whitworth University,349,206.0
Washington,Yakima,2021-05-26,Yakima,Yakima Valley College,37,16.0
West Virginia,Barbour,2021-05-26,Philippi,Alderson Broaddus University,170,111.0
West Virginia,Brooke,2021-05-26,Bethany,Bethany College (W.Va.),25,9.0
West Virginia,Mercer,2021-05-26,Bluefield,Bluefield State College,72,54.0
West Virginia,Mercer,2021-05-26,Athens,Concord University,185,110.0
West Virginia,Randolph,2021-05-26,Elkins,Davis & Elkins College,116,45.0
West Virginia,Marion,2021-05-26,Fairmont,Fairmont State University,381,301.0
West Virginia,Gilmer,2021-05-26,Glenville ,Glenville State College,93,56.0
West Virginia,Cabell,2021-05-26,Huntington,Marshall University,622,269.0
West Virginia,Wood,2021-05-26,Vienna,Ohio Valley University,0,
West Virginia,Mineral,2021-05-26,Keyser,Potomac State College of West Virginia University,76,46.0
West Virginia,Harrison,2021-05-26,Salem,Salem University,6,
West Virginia,Jefferson,2021-05-26,Shepherdstown,Shepherd University,188,81.0
West Virginia,Kanawha,2021-05-26,Charleston,University of Charleston,238,145.0
West Virginia,Ohio,2021-05-26,West Liberty,West Liberty University,166,105.0
West Virginia,Greenbrier,2021-05-26,Lewisburg,West Virginia School of Osteopathic Medicine,10,10.0
West Virginia,Kanawha,2021-05-26,Institute,West Virginia State University,93,19.0
West Virginia,Monongalia,2021-05-26,Morgantown,West Virginia University,2299,1162.0
West Virginia,Fayette,2021-05-26,Montgomery,West Virginia University Institute of Technology,67,55.0
West Virginia,Wood,2021-05-26,Parkersburg,West Virginia University at Parkersburg,20,1.0
West Virginia,Upshur,2021-05-26,Buckhannon,West Virginia Wesleyan College,74,70.0
West Virginia,Ohio,2021-05-26,Wheeling,Wheeling University,12,2.0
Wisconsin,Milwaukee,2021-05-26,Milwaukee,Alverno College,154,28.0
Wisconsin,Rock,2021-05-26,Beloit,Beloit College,42,11.0
Wisconsin,Waukesha,2021-05-26,Waukesha,Carroll University,405,99.0
Wisconsin,Kenosha,2021-05-26,Kenosha,Carthage College,357,49.0
Wisconsin,Ozaukee,2021-05-26,Mequon,Concordia University Wisconsin,59,
Wisconsin,Dane,2021-05-26,Madison,Edgewood College,171,
Wisconsin,Sheboygan,2021-05-26,Plymouth,Lakeland University,124,23.0
Wisconsin,Outagamie,2021-05-26,Appleton,Lawrence University,118,52.0
Wisconsin,Dane,2021-05-26,Madison,Madison Area Technical College,28,28.0
Wisconsin,Jefferson,2021-05-26,Watertown,Maranatha Baptist University,19,9.0
Wisconsin,Fond Du Lac,2021-05-26,Fond Du Lac,Marian University,337,205.0
Wisconsin,Milwaukee,2021-05-26,Milwaukee,Marquette University,1324,249.0
Wisconsin,Milwaukee,2021-05-26,Milwaukee,Milwaukee School of Engineering,227,32.0
Wisconsin,Milwaukee,2021-05-26,Milwaukee,Mount Mary University,90,32.0
Wisconsin,Ashland,2021-05-26,Ashland,Northland College,42,
Wisconsin,Fond Du Lac,2021-05-26,Ripon,Ripon College,59,15.0
Wisconsin,Brown,2021-05-26,De Pere,Saint Norbert College,295,59.0
Wisconsin,Eau Claire,2021-05-26,Eau Claire,University of Wisconsin-Eau Claire,994,78.0
Wisconsin,Brown,2021-05-26,Green Bay,University of Wisconsin-Green Bay,536,172.0
Wisconsin,La Crosse,2021-05-26,La Crosse,University of Wisconsin-La Crosse,562,48.0
Wisconsin,Dane,2021-05-26,Madison,University of Wisconsin-Madison,7708,2298.0
Wisconsin,Milwaukee,2021-05-26,Milwaukee,University of Wisconsin-Milwaukee,1632,231.0
Wisconsin,Winnebago,2021-05-26,Oshkosh,University of Wisconsin-Oshkosh,1457,181.0
Wisconsin,Kenosha,2021-05-26,Somers,University of Wisconsin-Parkside,342,75.0
Wisconsin,Grant,2021-05-26,Platteville,University of Wisconsin-Platteville,691,144.0
Wisconsin,Pierce,2021-05-26,River Falls,University of Wisconsin-River Falls,520,85.0
Wisconsin,Portage,2021-05-26,Stevens Point,University of Wisconsin-Stevens Point,706,
Wisconsin,Dunn,2021-05-26,Menomonie,University of Wisconsin-Stout,200,32.0
Wisconsin,Douglas,2021-05-26,Superior,University of Wisconsin-Superior,38,0.0
Wisconsin,Walworth,2021-05-26,Whitewater,University of Wisconsin-Whitewater,847,108.0
Wisconsin,La Crosse,2021-05-26,La Crosse,Viterbo University,364,38.0
Wisconsin,Milwaukee,2021-05-26,Milwaukee,Wisconsin Lutheran College,143,23.0
Wyoming,Natrona,2021-05-26,Casper,Casper College,376,46.0
Wyoming,Goshen,2021-05-26,Torrington,Eastern Wyoming College,17,5.0
Wyoming,Albany,2021-05-26,Laramie,University of Wyoming,2087,292.0
Wyoming,Sweetwater,2021-05-26,Rock Springs,Western Wyoming Community College,68,3.0
