state,county,date,city,college,cases,cases_2021
Georgia,DeKalb,2021-05-26,Atlanta,Clark Atlanta University,0,
Georgia,Clayton,2021-05-26,Morrow,Clayton State University,163,69.0
Georgia,Glynn,2021-05-26,Brunswick,College of Coastal Georgia,181,90.0
Georgia,Muscogee,2021-05-26,Columbus,Columbus State University,358,238.0
Georgia,Walker,2021-05-26,Lookout Mountain,Covenant College,37,9.0
Georgia,Whitfield,2021-05-26,Dalton,Dalton State College,179,89.0
Georgia,Emanuel,2021-05-26,Swainsboro,East Georgia State College,93,32.0
Georgia,Franklin,2021-05-26,Franklin Springs,Emmanuel College,115,72.0
Georgia,DeKalb,2021-05-26,Atlanta,Emory University,1261,869.0
Georgia,Peach,2021-05-26,Fort Valley,Fort Valley State University,180,58.0
Georgia,Baldwin,2021-05-26,Milledgeville,Georgia College & State University,892,121.0
Georgia,Gwinnett,2021-05-26,Lawrenceville,Georgia Gwinnett College,399,232.0
Georgia,Floyd,2021-05-26,Rome,Georgia Highlands College,214,123.0
Georgia,Fulton,2021-05-26,Atlanta,Georgia Institute of Technology,2501,819.0
Georgia,Baldwin,2021-05-26,Milledgeville,Georgia Military College,1,
Georgia,Bulloch,2021-05-26,Statesboro,Georgia Southern University,1597,271.0
Georgia,Sumter,2021-05-26,Americus,Georgia Southwestern State University,128,35.0
Georgia,Fulton,2021-05-26,Atlanta,Georgia State University,1200,450.0
Georgia,Lamar,2021-05-26,Barnesville,Gordon State College,57,8.0
Georgia,Cobb,2021-05-26,Kennesaw,Kennesaw State University,1650,782.0
Georgia,Troup,2021-05-26,LaGrange,LaGrange College,87,35.0
Georgia,Bibb,2021-05-26,Macon,Mercer University,651,249.0
Georgia,Bibb,2021-05-26,Macon,Middle Georgia State University,479,208.0
Georgia,DeKalb,2021-05-26,Atlanta,Morehouse College,181,181.0
Georgia,DeKalb,2021-05-26,Atlanta,Oglethorpe University,62,54.0
Georgia,Habersham,2021-05-26,Demorest,Piedmont College,0,
Georgia,Chatham,2021-05-26,Savannah,Savannah State University,215,148.0
Georgia,Floyd,2021-05-26,Rome,Shorter University,0,
Georgia,Coffee,2021-05-26,Douglas,South Georgia State College,133,77.0
Georgia,Clarke,2021-05-26,Athens,University of Georgia,6391,1635.0
Georgia,Lumpkin,2021-05-26,Dahlonega,University of North Georgia,1288,647.0
Georgia,Carroll,2021-05-26,Carrollton,University of West Georgia,323,35.0
Georgia,Lowndes,2021-05-26,Valdosta,Valdosta State University,357,29.0
Georgia,Bibb,2021-05-26,Macon,Wesleyan College,50,23.0
Georgia,Towns,2021-05-26,Young Harris,Young Harris College,37,
Guam,Mangilao Village,2021-05-26,Mangilao,University of Guam,12,0.0
Hawaii,Honolulu,2021-05-26,Laie,Brigham Young University-Hawaii,55,47.0
Hawaii,Honolulu,2021-05-26,Honolulu,Chaminade University of Honolulu,1,
Hawaii,Honolulu,2021-05-26,Honolulu,Hawaii Pacific University,1,
Hawaii,Honolulu,2021-05-26,Honolulu,Kapiolani Community College,5,0.0
Hawaii,Honolulu,2021-05-26,Pearl City,Leeward Community College,4,1.0
Hawaii,Maui,2021-05-26,Kahului,University of Hawaii Maui College,2,0.0
Hawaii,Hawaii,2021-05-26,Hilo,University of Hawaii at Hilo,10,6.0
Hawaii,Honolulu,2021-05-26,Honolulu,University of Hawaii at Manoa,73,37.0
Hawaii,Honolulu,2021-05-26,Kapolei,University of Hawaii-West Oahu,2,0.0
Idaho,Ada,2021-05-26,Boise ,Boise State University,1642,517.0
Idaho,Madison,2021-05-26,Rexburg,Brigham Young University-Idaho,2655,876.0
Idaho,Canyon,2021-05-26,Caldwell,College of Idaho ,107,26.0
Idaho,Twin Falls,2021-05-26,Twin Falls,College of Southern Idaho,282,25.0
Idaho,Bannock,2021-05-26,Pocatello,Idaho State University,1168,412.0
Idaho,Nez Perce,2021-05-26,Lewiston,Lewis-Clark State College,180,28.0
Idaho,Kootenai,2021-05-26,Coeur d'Alene,North Idaho College,279,80.0
Idaho,Canyon,2021-05-26,Nampa,Northwest Nazarene University,232,41.0
Idaho,Latah,2021-05-26,Moscow,University of Idaho,1025,367.0
Illinois,Rock Island,2021-05-26,Rock Island,Augustana College,260,126.0
Illinois,Kane,2021-05-26,Aurora,Aurora University,166,65.0
Illinois,DuPage,2021-05-26,Lisle,Benedictine University,82,37.0
Illinois,Macoupin,2021-05-26,Carlinville,Blackburn College,0,
Illinois,Peoria,2021-05-26,Peoria,Bradley University,565,136.0
Illinois,Cook,2021-05-26,Chicago,Chicago State University,116,45.0
Illinois,Cook,2021-05-26,Chicago,Columbia College Chicago,157,86.0
Illinois,Cook,2021-05-26,River Forest,Concordia University Chicago,97,34.0
Illinois,Cook,2021-05-26,Chicago,DePaul University,77,27.0
Illinois,Cook,2021-05-26,River Forest,Dominican University,237,86.0
Illinois,Coles,2021-05-26,Charleston,Eastern Illinois University,669,192.0
Illinois,DuPage,2021-05-26,Elmhurst,Elmhurst University,269,99.0
Illinois,Woodford,2021-05-26,Eureka,Eureka College,71,26.0
Illinois,Cook,2021-05-26,University Park,Governors State University,82,27.0
Illinois,Bond,2021-05-26,Greenville,Greenville University,205,101.0
Illinois,Morgan,2021-05-26,Jacksonville,Illinois College,129,57.0
Illinois,Cook,2021-05-26,Chicago,Illinois Institute of Technology,204,64.0
Illinois,McLean,2021-05-26,Normal,Illinois State University,2433,481.0
Illinois,McLean,2021-05-26,Bloomington,Illinois Wesleyan University,268,55.0
Illinois,Clinton,2021-05-26,Centralia,Kaskaskia College,129,20.0
Illinois,Knox,2021-05-26,Galesburg,Knox College,78,30.0
Illinois,Lake,2021-05-26,Lake Forest,Lake Forest College,80,72.0
Illinois,Coles,2021-05-26,Mattoon,Lake Land College,133,39.0
Illinois,Will,2021-05-26,Romeoville,Lewis University,360,97.0
Illinois,Cook,2021-05-26,Chicago,Loyola University Chicago,634,419.0
Illinois,St. Clair,2021-05-26,Lebanon,McKendree University,264,67.0
Illinois,DuPage,2021-05-26,Downers Grove,Midwestern University at Downers Grove,171,66.0
Illinois,Macon,2021-05-26,Decatur,Millikin University,268,85.0
Illinois,Warren,2021-05-26,Monmouth,Monmouth College,64,13.0
Illinois,Cook,2021-05-26,Chicago,Moody Bible Institute,135,53.0
Illinois,DuPage,2021-05-26,Naperville,North Central College,394,138.0
Illinois,Cook,2021-05-26,Chicago,North Park University,230,73.0
Illinois,Cook,2021-05-26,Chicago,Northeastern Illinois University,269,80.0
Illinois,Dekalb,2021-05-26,Dekalb,Northern Illinois University ,943,354.0
Illinois,Cook,2021-05-26,Evanston,Northwestern University,1278,645.0
Illinois,Kankakee,2021-05-26,Bourbonnais,Olivet Nazarene University,189,119.0
Illinois,Champaign,2021-05-26,Champaign,Parkland College,323,124.0
Illinois,Jersey,2021-05-26,Elsah,Principia College,9,4.0
Illinois,Adams,2021-05-26,Quincy,Quincy University,277,9.0
Illinois,Winnebago,2021-05-26,Rockford,Rockford University,85,
Illinois,Cook,2021-05-26,Chicago,Saint Xavier University,312,101.0
Illinois,Cook,2021-05-26,Chicago,School of the Art Institute of Chicago,73,25.0
Illinois,Saline,2021-05-26,Harrisburg,Southeastern Illinois College,69,27.0
Illinois,Jackson,2021-05-26,Carbondale,Southern Illinois University Carbondale,379,116.0
Illinois,Madison,2021-05-26,Edwardsville,Southern Illinois University Edwardsville,472,160.0
Illinois,St. Clair,2021-05-26,Belleville,Southwestern Illinois College,0,
Illinois,Cook,2021-05-26,Chicago,University of Chicago,637,166.0
Illinois,Sangamon,2021-05-26,Springfield,University of Illinois Springfield,273,96.0
Illinois,Champaign,2021-05-26,Champaign,University of Illinois Urbana-Champaign,6766,2123.0
Illinois,Cook,2021-05-26,Chicago,University of Illinois at Chicago,1743,523.0
Illinois,McDonough,2021-05-26,Macomb,Western Illinois University,360,68.0
Illinois,DuPage,2021-05-26,Wheaton,Wheaton College,158,102.0
Indiana,Madison,2021-05-26,Anderson,Anderson University,16,
Indiana,Delaware,2021-05-26,Muncie,Ball State University,1979,406.0
Indiana,Marion,2021-05-26,Indianapolis,Butler University,679,267.0
Indiana,Putnam,2021-05-26,Greencastle,DePauw University,164,76.0
Indiana,Wayne,2021-05-26,Richmond,Earlham College,50,25.0
Indiana,Johnson,2021-05-26,Franklin,Franklin College,201,53.0
Indiana,Elkhart,2021-05-26,Goshen,Goshen College,159,28.0
Indiana,Kosciusko,2021-05-26,Winona Lake,Grace College and Theological Seminary,203,64.0
Indiana,Jefferson,2021-05-26,Hanover,Hanover College,49,
Indiana,Vigo,2021-05-26,Terre Haute,Indiana State University,597,222.0
Indiana,Monroe,2021-05-26,Bloomington,Indiana University Bloomington,8607,1736.0
Indiana,Wayne,2021-05-26,Richmond,Indiana University East,220,25.0
Indiana,Howard,2021-05-26,Kokomo,Indiana University Kokomo,316,88.0
Indiana,Lake,2021-05-26,Gary,Indiana University Northwest,244,55.0
Indiana,St. Joseph,2021-05-26,South Bend,Indiana University South Bend,327,113.0
Indiana,Floyd,2021-05-26,New Albany,Indiana University Southeast,223,70.0
Indiana,Marion,2021-05-26,Indianapolis,Indiana University-Purdue University Indianapolis,2872,975.0
Indiana,Marion,2021-05-26,Indianapolis,Ivy Tech Community College System,1292,221.0
Indiana,Wabash,2021-05-26,North Manchester,Manchester University,61,25.0
Indiana,Marion,2021-05-26,Indianapolis,Marian University,65,1.0
Indiana,Gibson,2021-05-26,Oakland City,Oakland City University,92,4.0
Indiana,Tippecanoe,2021-05-26,West Lafayette,Purdue University,6230,2258.0
Indiana,Madison,2021-05-26,Anderson,Purdue University - Purdue Polytechnic Anderson,0,
Indiana,Bartholomew,2021-05-26,Columbus,Purdue University - Purdue Polytechnic Columbus,0,
Indiana,Marion,2021-05-26,Indianapolis,Purdue University - Purdue Polytechnic Indianapolis,0,
Indiana,Howard,2021-05-26,Kokomo,Purdue University - Purdue Polytechnic Kokomo,0,
Indiana,Tippecanoe,2021-05-26,Lafayette,Purdue University - Purdue Polytechnic Lafayette,0,
Indiana,Floyd,2021-05-26,New Albany,Purdue University - Purdue Polytechnic New Albany,0,
Indiana,Wayne,2021-05-26,Richmond,Purdue University - Purdue Polytechnic Richmond,0,
Indiana,St. Joseph,2021-05-26,South Bend,Purdue University - Purdue Polytechnic South Bend,0,
Indiana,Knox,2021-05-26,Vincennes,Purdue University - Purdue Polytechnic Vincennes,0,
Indiana,Allen,2021-05-26,Fort Wayne,Purdue University Fort Wayne,486,148.0
Indiana,Lake,2021-05-26,Hammond,Purdue University Northwest,164,60.0
Indiana,Vigo,2021-05-26,Terre Haute,Rose-Hulman Institute of Technology,209,78.0
Indiana,St. Joseph,2021-05-26,Notre Dame,Saint Mary's College,248,105.0
Indiana,Grant,2021-05-26,Upland,Taylor University,548,413.0
Indiana,Steuben,2021-05-26,Angola,Trine University,368,80.0
Indiana,Vanderburgh,2021-05-26,Evansville,University of Evansville,252,71.0
Indiana,Marion,2021-05-26,Indianapolis,University of Indianapolis,480,123.0
Indiana,St. Joseph,2021-05-26,Notre Dame,University of Notre Dame,3389,1516.0
Indiana,Vanderburgh,2021-05-26,Evansville,University of Southern Indiana,783,171.0
Indiana,Porter,2021-05-26,Valparaiso,Valparaiso University,290,169.0
Indiana,Knox,2021-05-26,Vincennes,Vincennes University,26,
Indiana,Montgomery,2021-05-26,Crawfordsville,Wabash College,48,1.0
Iowa,Buena Vista,2021-05-26,Storm Lake,Buena Vista University,43,
Iowa,Marion,2021-05-26,Pella,Central College,178,31.0
Iowa,Dubuque,2021-05-26,Dubuque,Clarke University,193,36.0
Iowa,Linn,2021-05-26,Cedar Rapids,Coe College,56,20.0
Iowa,Linn,2021-05-26,Mount Vernon,Cornell College,157,66.0
Iowa,Sioux,2021-05-26,Sioux Center,Dordt University,28,
Iowa,Polk,2021-05-26,Des Moines,Drake University,90,9.0
Iowa,Scott,2021-05-26,Davenport,Eastern Iowa Community College District,274,47.0
Iowa,Hardin,2021-05-26,Iowa Falls,Ellsworth Community College,104,16.0
Iowa,Decatur,2021-05-26,Lamoni,Graceland University,201,28.0
Iowa,Polk,2021-05-26,Des Moines,Grand View University,285,77.0
Iowa,Poweshiek,2021-05-26,Grinnell,Grinnell College,70,37.0
Iowa,Black Hawk,2021-05-26,Waterloo,Hawkeye Community College,383,58.0
Iowa,Story,2021-05-26,Ames,Iowa State University,3160,664.0
Iowa,Henry,2021-05-26,Mount Pleasant,Iowa Wesleyan University,177,16.0
Iowa,Dubuque,2021-05-26,Dubuque,Loras College,0,
Iowa,Winneshiek,2021-05-26,Decorah,Luther College,97,74.0
Iowa,Marshall,2021-05-26,Marshalltown,Marshalltown Community College,40,19.0
Iowa,Woodbury,2021-05-26,Sioux City,Morningside College,233,39.0
Iowa,Sioux,2021-05-26,Orange City,Northwestern College,78,
Iowa,Scott,2021-05-26,Davenport,Saint Ambrose University,556,69.0
Iowa,Warren,2021-05-26,Indianola,Simpson College,162,64.0
Iowa,Dubuque,2021-05-26,Dubuque,University of Dubuque,50,
Iowa,Johnson,2021-05-26,Iowa City,University of Iowa,3691,520.0
Iowa,Black Hawk,2021-05-26,Cedar Falls,University of Northern Iowa,648,102.0
Iowa,Fayette,2021-05-26,Fayette,Upper Iowa University,138,26.0
Iowa,Bremer,2021-05-26,Waverly,Wartburg College,69,
Iowa,Mahaska,2021-05-26,Oskaloosa,William Penn University,30,
Kansas,Allen,2021-05-26,Iola,Allen County Community College,115,33.0
Kansas,Douglas,2021-05-26,Baldwin City,Baker University,113,3.0
Kansas,Atchison,2021-05-26,Atchison,Benedictine College,199,69.0
Kansas,McPherson,2021-05-26,Lindsborg,Bethany College (Kan.),5,
Kansas,Harvey,2021-05-26,North Newton,Bethel College,186,18.0
Kansas,Butler,2021-05-26,El Dorado,Butler Community College,365,104.0
Kansas,McPherson,2021-05-26,McPherson,Central Christian College,32,
Kansas,Ford,2021-05-26,Dodge City,Dodge City Community College,13,
Kansas,Lyon,2021-05-26,Emporia,Emporia State University,297,55.0
Kansas,Lyon,2021-05-26,Emporia,Flint Hills Technical College,72,16.0
Kansas,Ellis,2021-05-26,Hays,Fort Hays State University,360,17.0
Kansas,Douglas,2021-05-26,Lawrence,Haskell Indian Nations University,0,
Kansas,Harvey,2021-05-26,Hesston,Hesston College,25,18.0
Kansas,Reno,2021-05-26,Hutchinson,Hutchinson Community College,68,7.0
Kansas,Johnson,2021-05-26,Overland Park,Johnson County Community College,232,58.0
Kansas,Riley,2021-05-26,Manhattan,Kansas State University,1710,346.0
Kansas,Saline,2021-05-26,Salina,Kansas Wesleyan University,75,28.0
Kansas,Labette,2021-05-26,Parsons,Labette Community College,5,
Kansas,Sedgwick,2021-05-26,Whichita,Newman University,118,25.0
Kansas,Crawford,2021-05-26,Pittsburg,Pittsburg State University,346,60.0
Kansas,Cowley,2021-05-26,Winfield,Southwestern College,176,65.0
Kansas,Rice,2021-05-26,Sterling,Sterling College,52,
Kansas,Douglas,2021-05-26,Lawrence,University of Kansas,1821,282.0
Kansas,Leavenworth,2021-05-26,Leavenworth,University of Saint Mary,47,
Kansas,Shawnee,2021-05-26,Topeka,Washburn University,327,75.0
Kansas,Sedgwick,2021-05-26,Wichita,Wichita State University,271,1.0
Kentucky,Knott,2021-05-26,Pippa Passes,Alice Lloyd College,141,
Kentucky,Jessamine,2021-05-26,Wilmore,Asbury Theological Seminary,43,
Kentucky,Jessamine,2021-05-26,Wilmore,Asbury University,96,78.0
Kentucky,Boyd,2021-05-26,Ashland,Ashland Community and Technical College,28,12.0
Kentucky,Boone,2021-05-26,Florence,Beckfield College,6,
Kentucky,Jefferson,2021-05-26,Louisville,Bellarmine University,415,138.0
Kentucky,Madison,2021-05-26,Berea,Berea College ,38,21.0
Kentucky,Floyd,2021-05-26,Prestonsburg,Big Sandy Community and Technical College,32,11.0
Kentucky,Fayette,2021-05-26,Lexington,Bluegrass Community and Technical College,229,35.0
Kentucky,Daviess,2021-05-26,Owensboro,Brescia University,43,15.0
Kentucky,Taylor,2021-05-26,Campbellsville,Campbellsville University,305,152.0
Kentucky,Boyle,2021-05-26,Danville,Centre College,114,41.0
Kentucky,Bell,2021-05-26,Pineville,Clear Creek Baptist Bible College,3,
Kentucky,Madison,2021-05-26,Richmond,Eastern Kentucky University,734,264.0
Kentucky,Hardin,2021-05-26,Elizabethtown,Elizabethtown Community and Technical College,58,14.0
Kentucky,Leslie,2021-05-26,Hyden,Frontier Nursing University,2,
Kentucky,Perry,2021-05-26,Hazard,Galen College of Nursing-ARH,33,
Kentucky,Jefferson,2021-05-26,Louisville,Galen College of Nursing-Louisville,25,
Kentucky,Boone,2021-05-26,Florence,Gateway Community and Technical College,45,19.0
Kentucky,Scott,2021-05-26,Georgetown,Georgetown College,323,135.0
Kentucky,Perry,2021-05-26,Hazard,Hazard Community and Technical College,18,2.0
Kentucky,Henderson,2021-05-26,Henderson,Henderson Community College,40,4.0
Kentucky,Christian,2021-05-26,Hopkinsville,Hopkinsville Community College,32,8.0
Kentucky,Jefferson,2021-05-26,Louisville,Jefferson Community and Technical College,143,25.0
Kentucky,Carter,2021-05-26,Grayson,Kentucky Christian University,6,
Kentucky,Franklin,2021-05-26,Frankfort,Kentucky State University,173,40.0
Kentucky,Daviess,2021-05-26,Owensboro,Kentucky Wesleyan College,142,93.0
Kentucky,Fayette,2021-05-26,Lexington,Lexington Healing Arts Academy,1,
Kentucky,Fayette,2021-05-26,Lexington,Lexington Theological Seminary,1,
Kentucky,Adair,2021-05-26,Columbia,Lindsey Wilson College,228,104.0
Kentucky,Hopkins,2021-05-26,Madisonville,Madisonville Community College,43,6.0
Kentucky,Mason,2021-05-26,Maysville,Maysville Community and Technical College,27,8.0
Kentucky,Jefferson,2021-05-26,Louisville,MedQuest College,8,
Kentucky,Woodford,2021-05-26,Midway,Midway University,75,17.0
Kentucky,Rowan,2021-05-26,Morehead,Morehead State University,386,182.0
Kentucky,Calloway,2021-05-26,Murray,Murray State University,599,97.0
Kentucky,Campbell,2021-05-26,Highland Heights,Northern Kentucky University,311,148.0
Kentucky,Daviess,2021-05-26,Owensboro,Owensboro Community and Technical College,38,14.0
Kentucky,Fayette,2021-05-26,Lexington,Paul Mitchell the School-Lexington,3,
Kentucky,Jefferson,2021-05-26,Louisville,Simmons College of Kentucky,2,
Kentucky,Pulaski,2021-05-26,Somerset,Somerset Community College,78,22.0
Kentucky,Warren,2021-05-26,Bowling Green,Southcentral Kentucky Community and Technical College,97,15.0
Kentucky,Harlan,2021-05-26,Cumberland,Southeast Kentucky Community and Technical College,27,3.0
Kentucky,Jefferson,2021-05-26,Louisville,Spalding University,100,73.0
Kentucky,Jefferson,2021-05-26,Louisville,Sullivan University,21,
Kentucky,Jefferson,2021-05-26,Louisville,The Southern Baptist Theological Seminary,6,
Kentucky,Kenton,2021-05-26,Crestview Hills,Thomas More University,211,93.0
Kentucky,Fayette,2021-05-26,Lexington,Transylvania University,154,13.0
Kentucky,Knox,2021-05-26,Barbourville,Union College,78,24.0
Kentucky,Fayette,2021-05-26,Lexington,University of Kentucky,4095,988.0
Kentucky,Jefferson,2021-05-26,Louisville,University of Louisville,2157,574.0
Kentucky,Pike,2021-05-26,Pikeville,University of Pikeville,266,115.0
Kentucky,Whitley,2021-05-26,Williamsburg,University of the Cumberlands,305,151.0
Kentucky,McCracken,2021-05-26,Paducah,West Kentucky Community and Technical College,74,13.0
Kentucky,Warren,2021-05-26,Bowling Green,Western Kentucky University,1298,283.0
Louisiana,East Baton Rouge,2021-05-26,Baton Rouge,Baton Rouge Community College,9,7.0
Louisiana,Bossier,2021-05-26,Bossier City,Bossier Parish Community College,92,28.0
Louisiana,Caddo,2021-05-26,Shreveport,Centenary College of Louisiana,144,79.0
Louisiana,Rapides,2021-05-26,Alexandria,Central Louisiana Technical Community College,88,24.0
Louisiana,Orleans,2021-05-26,New Orleans,Delgado Community College,70,37.0
Louisiana,Orleans,2021-05-26,New Orleans,Dillard University,48,30.0
Louisiana,Terrebonne,2021-05-26,Schriever,Fletcher Technical Community College,10,8.0
Louisiana,East Baton Rouge,2021-05-26,Baton Rouge,Franciscan Missionaries of Our Lady University,108,66.0
Louisiana,Lincoln,2021-05-26,Grambling,Grambling State University,158,98.0
Louisiana,Rapides,2021-05-26,Pineville,Louisiana College,134,58.0
Louisiana,Ouachita,2021-05-26,Monroe,Louisiana Delta Community College,117,15.0
Louisiana,East Baton Rouge,2021-05-26,Baton Rouge,Louisiana State University,2349,724.0
Louisiana,Rapides,2021-05-26,Alexandria,Louisiana State University Alexandria,126,48.0
Louisiana,Acadia,2021-05-26,Eunice,Louisiana State University Eunice,149,76.0
Louisiana,Orleans,2021-05-26,New Orleans,"Louisiana State University Health Sciences Center, New Orleans",467,118.0
Louisiana,Caddo,2021-05-26,Shreveport,"Louisiana State University Health Sciences Center, Shreveport",70,15.0
Louisiana,Caddo,2021-05-26,Shreveport,Louisiana State University Shreveport ,170,88.0
Louisiana,Lincoln,2021-05-26,Ruston,Louisiana Tech University,839,240.0
Louisiana,Orleans,2021-05-26,New Orleans,Loyola University New Orleans,295,135.0
Louisiana,Calcasieu,2021-05-26,Lake Charles,McNeese State University,47,41.0
Louisiana,Orleans,2021-05-26,New Orleans,New Orleans Baptist Theological Seminary,32,16.0
Louisiana,Lafourche,2021-05-26,Thibodaux,Nicholls State University,334,143.0
Louisiana,St. Tammany,2021-05-26,Lacombe,Northshore Technical Community College,33,13.0
Louisiana,Webster,2021-05-26,Minden,Northwest Louisiana Technical College,37,16.0
Louisiana,Natchitoches,2021-05-26,Natchitoches,Northwestern State University of Louisiana,552,135.0
Louisiana,St. Bernard,2021-05-26,Chalmette,Nunez Community College,27,18.0
Louisiana,Ascension,2021-05-26,Gonzales,River Parishes Community College,9,3.0
Louisiana,Calcasieu,2021-05-26,Lake Charles,SOWELA Technical Community College,40,27.0
Louisiana,St. Tammany,2021-05-26,Benedict,Saint Joseph Seminary College,2,1.0
Louisiana,Lafayette,2021-05-26,Lafayette,South Louisiana Community College,103,32.0
Louisiana,Tangipahoa,2021-05-26,Hammond,Southeastern Louisiana University,604,236.0
Louisiana,East Baton Rouge,2021-05-26,Baton Rouge,Southern University Law Center,35,19.0
Louisiana,East Baton Rouge,2021-05-26,Baton Rouge,Southern University and A&M College,331,104.0
Louisiana,Orleans,2021-05-26,New Orleans,Southern University at New Orleans,21,5.0
Louisiana,Caddo,2021-05-26,Shreveport,Southern University at Shreveport,34,2.0
Louisiana,Orleans,2021-05-26,New Orleans,Tulane University of Louisiana,2194,835.0
Louisiana,Orleans,2021-05-26,New Orleans,University of Holy Cross,8,2.0
Louisiana,Ouachita,2021-05-26,Monroe,University of Louisiana Monroe,507,136.0
Louisiana,Lafayette,2021-05-26,Lafayette,University of Louisiana at Lafayette,848,253.0
Louisiana,Orleans,2021-05-26,New Orleans,University of New Orleans,100,41.0
Louisiana,Orleans,2021-05-26,New Orleans,Xavier University of Louisiana,119,65.0
Maine,Androscoggin,2021-05-26,Lewiston,Bates College,160,130.0
Maine,Cumberland,2021-05-26,Brunswick,Bowdoin College,36,32.0
Maine,Kennebec,2021-05-26,Waterville,Colby College,163,129.0
Maine,Penobscot,2021-05-26,Bangor,Husson University,161,108.0
Maine,Hancock,2021-05-26,Castine,Maine Maritime Academy,54,31.0
Maine,Cumberland,2021-05-26,Standish,Saint Joseph's College of Maine,41,12.0
Maine,Kennebec,2021-05-26,Waterville,Thomas College,48,45.0
Maine,Penobscot,2021-05-26,Orono,University of Maine,615,482.0
Maine,Franklin,2021-05-26,Farmington,University of Maine Farmington,48,
Maine,Kennebec,2021-05-26,Augusta,University of Maine at Augusta,14,
Maine,Aroostook,2021-05-26,Fort Kent,University of Maine at Fort Kent,6,
Maine,Washington,2021-05-26,Machias,University of Maine at Machias,2,
Maine,Aroostook,2021-05-26,Presque Isle,University of Maine at Presque Isle,6,
Maine,York,2021-05-26,Biddeford,University of New England,281,207.0
Maine,Cumberland,2021-05-26,Portland,University of Southern Maine,54,
Marshall Islands,,2021-05-26,Majuro,College of the Marshall Islands,0,
Maryland,Prince George's,2021-05-26,Bowie,Bowie State University,116,41.0
Maryland,Baltimore city,2021-05-26,Baltimore,Coppin State University,8,
Maryland,Allegany,2021-05-26,Frostburg,Frostburg State University,380,149.0
Maryland,Baltimore City,2021-05-26,Baltimore,Goucher College,4,4.0
Maryland,Frederick,2021-05-26,Frederick,Hood College,60,30.0
Maryland,Baltimore City,2021-05-26,Baltimore,Johns Hopkins University,1509,678.0
Maryland,Baltimore,2021-05-26,Baltimore,Loyola University Maryland,345,345.0
Maryland,Carroll,2021-05-26,Westminster,McDaniel College,135,107.0
Maryland,Baltimore city,2021-05-26,Baltimore,Morgan State University,60,31.0
Maryland,Frederick,2021-05-26,Emmitsburg,Mount St. Mary's University,24,
Maryland,Baltimore City,2021-05-26,Baltimore,Notre Dame of Maryland University,32,13.0
Maryland,Wicomico,2021-05-26,Salisbury,Salisbury University,824,241.0
Maryland,St. Mary's,2021-05-26,St. Mary's City,St. Mary's College of Maryland,63,
Maryland,Baltimore,2021-05-26,Stevenson,Stevenson University,392,229.0
Maryland,Baltimore,2021-05-26,Towson,Towson University,858,329.0
Maryland,Anne Arundel,2021-05-26,Annapolis,United States Naval Academy,8,
Maryland,Baltimore,2021-05-26,Baltimore,University of Baltimore,4,
Maryland,Somerset,2021-05-26,Princess Anne,University of Maryland Eastern Shore,141,96.0
Maryland,Baltimore,2021-05-26,Baltimore,"University of Maryland, Baltimore",1,
Maryland,Baltimore,2021-05-26,Catonsville,"University of Maryland, Baltimore County",155,89.0
Maryland,Prince George's,2021-05-26,College Park,"University of Maryland, College Park",2234,1169.0
Maryland,Kent,2021-05-26,Chestertown,Washington College,36,19.0
Massachusetts,Hampden,2021-05-26,Springfield,American International College,45,
Massachusetts,Hampshire,2021-05-26,Amherst,Amherst College,48,33.0
Massachusetts,Worcester,2021-05-26,Paxton,Anna Maria College,102,71.0
Massachusetts,Worcester,2021-05-26,Worcester,Assumption College,116,55.0
Massachusetts,Norfolk,2021-05-26,Wellesley,Babson College,424,352.0
Massachusetts,Hampden,2021-05-26,Longmeadow,Bay Path University,34,20.0
Massachusetts,Worcester,2021-05-26,Worcester,Becker College,0,
Massachusetts,Middlesex,2021-05-26,Waltham,Bentley University,475,361.0
Massachusetts,Middlesex,2021-05-26,Chestnut Hill,Boston College,1211,766.0
Massachusetts,Suffolk,2021-05-26,Boston,Boston University,1828,1228.0
Massachusetts,Middlesex,2021-05-26,Waltham,Brandeis University,126,60.0
Massachusetts,Plymouth,2021-05-26,Bridgewater,Bridgewater State University,372,190.0
Massachusetts,Worcester,2021-05-26,Worcester,Clark University,160,93.0
Massachusetts,Hampden,2021-05-26,Chicopee,College of Our Lady of the Elms,7,2.0
Massachusetts,Worcester,2021-05-26,Worcester,College of the Holy Cross,123,86.0
Massachusetts,Norfolk,2021-05-26,Milton,Curry College,216,122.0
Massachusetts,Norfolk,2021-05-26,Franklin,Dean College,64,64.0
Massachusetts,Norfolk,2021-05-26,Quincy,Eastern Nazarene College,95,83.0
Massachusetts,Suffolk,2021-05-26,Boston,Emerson College,236,177.0
Massachusetts,Suffolk,2021-05-26,Boston,Emmanuel College,87,83.0
Massachusetts,Essex,2021-05-26,Beverly,Endicott College,237,163.0
Massachusetts,Worcester,2021-05-26,Fitchburg,Fitchburg State University,213,129.0
Massachusetts,Middlesex,2021-05-26,Framingham,Framingham State University,85,52.0
Massachusetts,Norfolk,2021-05-26,Needham,Franklin W Olin College of Engineering,9,5.0
Massachusetts,Essex,2021-05-26,Wenham,Gordon College,34,25.0
Massachusetts,Hampshire,2021-05-26,Amherst,Hampshire College,16,8.0
Massachusetts,Middlesex,2021-05-26,Cambridge,Harvard University,810,492.0
