facility_state,facility_county,nyt_id,facility_name,facility_type,latest_inmate_population,max_inmate_population_2020,total_inmate_cases,total_inmate_deaths,total_officer_cases,total_officer_deaths
Alabama,Coosa,F3EFE858,Alex City Work Release prison,Low-security work release,188.0,,77,0,17,0.0
Alabama,Shelby,5B910220,Alabama Therapeutic Education Facility prison,State rehabilitation center,272.0,,11,1,2,0.0
Alabama,Bibb,02FB1675,Bibb Correctional Facility,State prison,1725.0,1825.0,164,3,61,0.0
Alabama,Jefferson,6378F6C4,Birmingham Women's Community Based Facility and Community Work Center,State prison,192.0,,17,0,28,0.0
Alabama,Bullock,EAABF900,Bullock Correctional Facility,State prison,1477.0,1577.0,162,5,80,1.0
Alabama,Wilcox,D19A2461,Camden prison,State prison,49.0,,5,0,3,0.0
Alabama,Talladega,F80A4A63,Childersburg prison,State prison,322.0,,5,0,14,0.0
Alabama,Jefferson,F119AF97,William E. Donaldson Correctional Facility,State prison,1508.0,1532.0,45,2,26,0.0
Alabama,Elmore,41B5BD10,Draper Correctional Facility,State prison,100.0,,121,0,0,0.0
Alabama,Barbour,9C1D5182,Easterling Correctional Facility,State prison,1181.0,1318.0,72,2,47,0.0
Alabama,Coffee,2CF2BFD4,Elba Work Release,Low-security work release,207.0,,1,0,8,0.0
Alabama,Elmore,0B0C27B1,Elmore Correctional Facility,State prison,1114.0,1180.0,28,0,18,0.0
Alabama,Escambia,C42CE2AF,Fountain Correctional Facility,State prison,1149.0,1270.0,29,1,47,0.0
Alabama,Elmore,3707C471,Frank Lee prison,State prison,227.0,,26,0,22,0.0
Alabama,Marion,7B676BEF,Hamilton Aged and Infirmed prison,State facility,269.0,,48,14,41,0.0
Alabama,Marion,8270BF4E,Hamilton Community Based Facility,State prison,212.0,,8,2,22,0.0
Alabama,Escambia,10228D42,Holman Correctional Facility,State prison,148.0,843.0,39,2,33,0.0
Alabama,Montgomery,1E5109A7,Kilby Correctional Facility,State prison,1176.0,,25,2,44,0.0
Alabama,Limestone,58CDABD8,Limestone Correctional Facility,State prison,2190.0,,152,4,105,0.0
Alabama,Baldwin,F285C4CD,Loxley prison,State prison,128.0,,106,0,14,0.0
Alabama,Mobile,A7D22A15,Mobile Community Based Facility/Community Work Center,State prison,163.0,,15,0,21,0.0
Alabama,Montgomery,3C976ECE,Montgomery Women's Community Based Facility and Community Work Center,State prison,187.0,,1,0,11,0.0
Alabama,Morgan,E373AAD4,North Alabama prison,State prison,479.0,,87,0,30,0.0
Alabama,Montgomery,68C87646,Red Eagle Community Work Center prison,State prison,237.0,,18,0,20,0.0
Alabama,St. Clair,161DFD77,Saint Clair Correctional Facility,State prison,1102.0,,106,16,58,0.0
Alabama,Elmore,D0CF8DF6,Staton Correctional Facility,State prison,1283.0,1400.0,59,7,61,0.0
Alabama,Elmore,DF882AD4,Tutwiler women's prison,State prison,688.0,964.0,62,1,69,2.0
Alabama,Elmore,BD344E82,Tutwiler Quarantine Intake Facility,State facility,25.0,,35,0,0,0.0
Alabama,Barbour,09975519,Ventress Correctional Facility,State prison,1093.0,,77,2,46,0.0
Alaska,Anchorage,C69A0295,Anchorage Correctional Complex,State prison,949.0,,514,0,0,0.0
Alaska,Nome,BB635EA4,Anvil Mountain Correctional Center,State prison,148.0,,4,0,0,0.0
Alaska,Anchorage,1CADA532,Clitheroe community treatment center,State prison,11.0,,3,0,0,0.0
Alaska,Anchorage,B46A8B95,Cordova residential center,State prison,136.0,,1,0,0,0.0
Alaska,Fairbanks North Star,36297303,Fairbanks Correctional Center,State prison,273.0,294.0,154,0,0,0.0
Alaska,Matanuska-Susitna,7120943C,Goose Creek Correctional Center,State prison,1293.0,1348.0,1041,0,0,0.0
Alaska,Anchorage,81B19B7F,Hiland Mountain Correctional Center,State prison,324.0,333.0,235,0,0,0.0
Alaska,Ketchikan Gateway,2F72E4F2,Ketchikan Correctional Center,State prison,64.0,64.0,1,0,0,0.0
Alaska,Juneau,9BD8D968,Lemon Creek Correctional Center,State prison,219.0,229.0,19,0,11,0.0
Alaska,Matanuska-Susitna,30D2AFE4,Mat-Su pretrial facility,State prison,97.0,,69,0,0,0.0
Alaska,Matanuska-Susitna,ED29F8B4,Palmer Correctional Center,State prison,,,0,0,0,0.0
Alaska,Anchorage,F1A2639C,Parkview Center halfway house,State prison,112.0,,17,0,0,0.0
Alaska,Matanuska-Susitna,1DDD7616,Point Mackenzie Correctional Farm,State prison,87.0,96.0,0,0,0,0.0
Alaska,Kenai Peninsula,5E5EAB60,Spring Creek Correctional Center,State prison,524.0,537.0,8,0,0,0.0
Alaska,Bethel,813F9723,Tundra Center halfway house,State prison,40.0,,17,0,0,0.0
Alaska,Kenai Peninsula,150DF866,Wildwood Correctional Complex,State prison,287.0,297.0,1,0,0,0.0
Alaska,Kenai Peninsula,713DA6B2,Wildwood Pretrial Facility,State prison,124.0,,47,0,0,0.0
Alaska,Bethel,E0BFBFE7,Yukon Kuskokwim Correctional Center,State prison,203.0,,186,0,0,0.0
Alaska,Anchorage,F334992C,McLaughlin Youth Center facility,State juvenile detention,35.0,,41,0,78,0.0
Arizona,Graham,FB20EF1C,Arizona State Prison Complex – Safford,State prison,1227.0,1613.0,851,0,0,0.0
Arizona,Pinal,01C9E69B,Central Arizona Correctional Facility,State prison,1280.0,1280.0,69,3,0,0.0
Arizona,Cochise,AA807759,Arizona State Prison Complex – Douglas,State prison,1848.0,2132.0,1163,0,0,0.0
Arizona,Pinal,91B22ADD,Eyman Complex prison,State prison,5362.0,5471.0,2023,5,0,0.0
Arizona,Yuma,0CF96DB1,Arizona State Prison Complex – Yuma,State prison,4316.0,4862.0,2010,6,0,0.0
Arizona,Maricopa,8AB67A91,Arizona State Prison Phoenix-West,State prison,436.0,487.0,44,1,0,0.0
Arizona,Pinal,3C7ED25E,Red Rock Correctional Facility,State prison,1933.0,1955.0,119,0,0,0.0
Arizona,Maricopa,7DE4A49F,Arizona State Prison Complex – Phoenix,State prison,534.0,781.0,651,0,0,0.0
Arizona,Maricopa,EEB259F0,Arizona State Prison Complex – Perryville,State prison,3529.0,4242.0,343,0,0,0.0
Arizona,Maricopa,07E5D203,Maricopa Reentry Center,State prison,,,0,0,0,0.0
Arizona,Maricopa,E830C278,Arizona State Prison Complex – Lewis,State prison,4617.0,4617.0,1310,2,0,0.0
Arizona,Mohave,FE3A3BBB,Arizona State Prison – Kingman,State prison,2349.0,3321.0,653,3,0,0.0
Arizona,Pinal,D2939176,Arizona State Prison Florence-West,State prison,610.0,,45,0,0,0.0
Arizona,Pima,26CFE1E6,Pima Reentry Center,State prison,,,0,0,0,0.0
Arizona,Pinal,1811497D,Arizona State Prison Complex – Florence,State prison,2704.0,3872.0,440,12,0,0.0
Arizona,Navajo,E65585F9,Arizona State Prison Complex – Winslow,State prison,1102.0,1379.0,245,0,0,0.0
Arizona,Pima,84A26E27,Arizona State Prison Complex – Tucson,State prison,4566.0,5067.0,2241,12,1,0.0
Arizona,Pima,1A0A4D5B,Marana Community Correctional Treatment Facility,State prison,353.0,391.0,22,0,0,0.0
Arkansas,Jefferson,5422E7DA,Barbara Ester Unit prison,State prison,564.0,577.0,358,0,6,0.0
Arkansas,Saline,F8DDCC14,Benton Unit prison,State prison,323.0,323.0,207,0,2,0.0
Arkansas,Pulaski,9C4C9E44,Central Arkansas Community Correction Center,State prison,117.0,,167,0,42,1.0
Arkansas,Lincoln,14BB62A3,Cummins Unit prison,State prison,1859.0,1967.0,1147,12,72,0.0
Arkansas,Chicot,51E15B7A,Delta Regional Unit prison,State prison,575.0,602.0,473,0,15,0.0
Arkansas,Lee,53172B51,East Arkansas Regional Unit prison,State prison,1537.0,1562.0,906,6,61,0.0
Arkansas,Jackson,7F274AC6,Grimes Unit prison,State prison,1028.0,1084.0,795,1,14,0.0
Arkansas,Jefferson,303CACDF,Maximum Security Unit prison,State prison,559.0,564.0,227,2,6,0.0
Arkansas,Jackson,456C89E8,McPherson Unit prison,State prison,877.0,877.0,658,0,9,0.0
Arkansas,Mississippi,84FC8C88,Mississippi County Work Release Center prison,Low-security work release,134.0,,96,0,4,0.0
Arkansas,Izard,D79BA1DE,North Central Unit prison,State prison,749.0,819.0,484,1,7,0.0
Arkansas,Mississippi,B9778FE3,Northeast Arkansas Community Corrections,State prison,179.0,,147,0,4,0.0
Arkansas,Washington,77555645,Northwest Arkansas Community Corrections,State prison,102.0,,6,0,2,0.0
Arkansas,Washington,9AA13461,Northwest Arkansas Work Release prison,Low-security work release,,,69,0,4,0.0
Arkansas,Hot Spring,0454E781,Omega Technical Violator Center prison,State prison,163.0,,242,0,0,0.0
Arkansas,Hot Spring,26030F83,Ouachita River Unit prison,State prison,1711.0,1755.0,1673,22,48,0.0
Arkansas,Jefferson,D8411DDF,Pine Bluff prison,State prison,515.0,,349,2,6,0.0
Arkansas,Jefferson,364CE0E0,Randall L. Williams Correctional Facility,State prison,442.0,547.0,324,1,20,0.0
Arkansas,Miller,AE0AB3FC,Southwest Arkansas Community Correction Center,State prison,234.0,,132,0,0,0.0
Arkansas,Miller,64B18FAA,Texarkana Regional Correction Center,State prison,112.0,,173,0,3,0.0
Arkansas,Jefferson,AA72EB91,Tucker Unit prison,State prison,922.0,972.0,659,1,1,0.0
Arkansas,Lincoln,4D6E64C8,Varner Supermax Unit prison,State prison,1498.0,1498.0,874,1,7,0.0
Arkansas,Saline,7C68181A,Arkansas Juvenile Assessment and Treatment Center,State juvenile detention,,,63,0,67,4.0
Arkansas,Pulaski,AF49C345,Wrightsville Unit prison,State prison,815.0,847.0,1055,3,19,0.0
Arkansas,Crittenden,5DDB1797,East Central Arkansas Community Correction Center-- Women's Unit,State prison,,,94,0,3,0.0
Arkansas,Chicot,E7F67CD9,Dermott Juvenile Correctional Facility,State juvenile detention,,,0,0,2,0.0
California,Kings,41367DB9,Avenal State Prison,State prison,3469.0,4158.0,3108,8,532,0.0
California,Kern,C7D46C2A,California City Correctional Facility,State prison,2073.0,,1000,2,235,0.0
California,Imperial,004CF496,Calipatria State Prison,State prison,2884.0,3113.0,1123,2,365,2.0
California,Lassen,5D1942E3,California Correctional Center,State prison,2697.0,3798.0,1366,0,295,0.0
California,Kern,6452DAAD,California Correctional Institution,State prison,3165.0,3715.0,1382,4,648,1.0
California,Madera,349947ED,Central California Women’s Facility,State prison,1981.0,2816.0,821,1,277,1.0
California,Imperial,281EA59E,"California State Prison, Centinela",State prison,3101.0,3346.0,865,1,426,1.0
California,San Joaquin,171135D1,California Health Care Facility prison,State facility,2473.0,,644,14,656,1.0
California,San Bernardino,D1937261,California Institution for Men,State prison,2341.0,3098.0,1501,27,585,2.0
California,San Bernardino,9EE4AD94,California Institution for Women prison,State prison,1169.0,1212.0,489,1,359,1.0
California,San Luis Obispo,98C61AE2,California Men’s Colony prison,State prison,3244.0,3823.0,2472,10,527,0.0
California,Solano,30BB770C,Vacaville state medical prison,State facility,2112.0,,712,11,344,0.0
California,Kings,C8742A7C,Corcoran State Prison,State prison,3274.0,3453.0,1075,3,735,0.0
California,Riverside,E156FD9F,California Rehabilitation Center prison,State prison,2500.0,2589.0,1993,1,497,1.0
California,Monterey,550543A1,Soledad prison,State prison,4374.0,,2719,18,355,2.0
California,Riverside,9A9CC384,Chuckawalla Valley State Prison,State prison,2017.0,2261.0,1783,9,282,1.0
California,San Joaquin,A9C4CC3A,Deuel Vocational Institution prison,State prison,1552.0,1577.0,545,0,289,1.0
California,Sacramento,A869BA9E,Folsom prison,State prison,2389.0,2637.0,1369,2,218,0.0
California,Lassen,988AEE63,High Desert State Prison,State prison,3335.0,3572.0,2033,2,574,0.0
California,Riverside,368DB6EF,Ironwood State Prison,State prison,2916.0,3205.0,1568,1,382,1.0
California,Kern,FBE94D13,Kern Valley State Prison,State prison,3520.0,3643.0,894,6,558,0.0
California,Los Angeles,238D748E,Los Angeles County state prison,State prison,2991.0,3149.0,1546,13,607,1.0
California,Amador,9860F4EA,Mule Creek State Prison,State prison,3788.0,3917.0,1846,8,409,1.0
California,Kern,82BCDCB5,North Kern State Prison,State prison,1735.0,2892.0,924,4,624,1.0
California,Del Norte,936C6466,Pelican Bay State Prison,State prison,2348.0,2348.0,220,0,195,0.0
California,Fresno,D32A83EE,Pleasant Valley State Prison,State prison,2858.0,3016.0,1989,3,431,0.0
California,San Diego,F881BD30,Richard J. Donovan Correctional Facility,State prison,3572.0,3645.0,1011,18,518,1.0
California,Sacramento,1AF0942F,"California State Prison, Sacramento",State prison,2256.0,2363.0,291,0,322,0.0
California,Kings,19DE7187,Substance Abuse Treatment Facility and State Prison,State prison,4488.0,4531.0,3011,7,636,0.0
California,Tuolumne,FF0E9360,Sierra Conservation Center prison,State prison,3145.0,3145.0,1437,0,217,0.0
California,Solano,962F05CB,Vacaville state prison,State prison,3390.0,,1150,5,250,0.0
California,Marin,8A32C1EF,San Quentin State Prison,State prison,3013.0,3462.0,2243,28,439,1.0
California,Monterey,B23AB2C6,Salinas Valley State Prison,State prison,2782.0,2896.0,684,5,601,1.0
California,Madera,8810FABC,Valley State Prison,State prison,2794.0,2813.0,1731,2,279,3.0
California,Kern,DFE40673,Wasco State Prison,State prison,2065.0,2672.0,1762,1,539,1.0
California,Kern,42505312,Golden State Modified Community Correctional Facility,State prison,170.0,,0,0,12,0.0
California,Kern,674CCC02,Shafter Modified Community Correctional Facility,State prison,513.0,,0,0,10,0.0
California,Kern,96F7E8B8,Taft Modified Community Correctional Facility,State prison,479.0,,0,0,9,0.0
California,Kern,74FCDC0F,Delano Modified Community Correctional Facility,State prison,479.0,,0,0,22,0.0
California,Kern,11D68FF4,McFarland Female Community Reentry Facility,State prison,216.0,,0,0,1,0.0
California,Alameda,87C8EC0F,Work Site - Alameda County,State work camp,,,0,0,2,0.0
California,Fresno,21DF5831,Work Site – Fresno County,State work camp,,,0,0,21,0.0
California,Humboldt,A6D7A01A,Work Site - Humboldt County,State work camp,,,0,0,1,0.0
California,Imperial,1FD1AA66,Work Site - Imperial County,State work camp,,,0,0,9,0.0
California,Kern,21E85E7B,Work Site – Kern County,State work camp,,,0,0,25,0.0
California,Los Angeles,65D09C69,Work Site – Los Angeles County,State work camp,,,0,0,90,0.0
California,Mendocino,E3FE8066,Work Site – Mendocino County,State work camp,,,0,0,2,0.0
California,Merced,F17C9E93,Work Site - Merced County,State work camp,,,0,0,2,0.0
California,Monterey,3BC6CE71,Work Site – Monterey County,State work camp,,,0,0,3,0.0
California,Orange,1320C6CF,Work Site -- Orange County,State work camp,,,0,0,14,0.0
California,Riverside,125FD347,Work Site – Riverside County,State work camp,,,0,0,20,0.0
California,Sacramento,306D4A50,Work Site – Sacramento County,State work camp,,,0,0,277,0.0
California,San Bernardino,1C783C8E,Work Site – San Bernardino County,State work camp,,,0,0,69,0.0
California,San Diego,C1466578,Work Site – San Diego,State work camp,,,0,0,5,0.0
California,San Francisco,547283C2,Work Site - San Francisco County,State work camp,,,0,0,3,0.0
California,San Joaquin,60EAF944,Work Site – San Joaquin,State work camp,,,0,0,14,0.0
California,San Luis Obispo,A7B54234,Work Site -- San Luis Obispo County,State work camp,,,0,0,0,0.0
California,San Mateo,6475CE90,Work Site -- San Mateo County,State work camp,,,0,0,1,0.0
California,Santa Barbara,3359EB8C,Work Site – Santa Barbara County,State work camp,,,0,0,2,0.0
California,Santa Clara,2D048E4C,Work Site – Santa Clara County,State work camp,,,0,0,5,0.0
California,Solano,114F8E0F,Work Site – Solano County,State work camp,,,0,0,4,0.0
California,Stanislaus,75D5EC32,Work Site – Stanislaus County,State work camp,,,0,0,1,0.0
California,Tulare,D6F9926B,Work Site – Tulare County,State work camp,,,0,0,2,0.0
California,Ventura,BBDDDAA7,Work Site – Ventura County,State work camp,,,0,0,78,0.0
California,Yolo,BA489EEB,Work Site - Yolo County,State work camp,,,0,0,2,0.0
California,Sacramento,84E27D8C,California Youth Facilities,State juvenile detention,711.0,,204,0,193,0.0
Colorado,Crowley,84EB1D78,Arkansas Valley Correctional Facility,State prison,1012.0,,961,4,99,0.0
Colorado,Fremont,A2A88844,Arrowhead Correctional Center,State prison,352.0,528.0,360,1,52,0.0
Colorado,Bent,03079583,Bent County Correctional Facility,State prison,1264.0,,1091,2,95,2.0
Colorado,Chaffee,5057D4F9,Buena Vista Correctional Facility,State prison,892.0,1129.0,523,1,89,0.0
Colorado,Fremont,5E8ED28B,Centennial Correctional Facility,State prison,700.0,886.0,151,0,102,0.0
Colorado,Jefferson,7ECC9360,Colorado Correctional Center,State prison,70.0,,2,0,0,0.0
Colorado,Fremont,625A970F,Colorado State Penitentiary,State prison,675.0,708.0,156,0,88,0.0
Colorado,Fremont,0B0F8192,Colorado Territorial Correctional Facility,State prison,676.0,949.0,580,5,94,0.0
Colorado,Crowley,BE51D904,Crowley County Correctional Facility,State prison,1558.0,1681.0,908,1,45,0.0
Colorado,Delta,7B121D46,Delta Correctional Center,State prison,277.0,,161,0,34,0.0
Colorado,Denver,E4909F50,Denver Reception and Diagnostic Center prison,State prison,469.0,,36,1,32,0.0
Colorado,Denver,F1234BF2,Denver Women's Correctional Facility,State prison,813.0,826.0,98,0,54,0.0
Colorado,Fremont,6E40CDEE,Four Mile Correctional Center,State prison,355.0,526.0,404,1,35,0.0
Colorado,Fremont,286372B0,Fremont Correctional Facility,State prison,1406.0,1621.0,786,4,140,0.0
Colorado,Pueblo,64F3F998,La Vista Correctional Facility,State prison,350.0,350.0,11,0,33,0.0
Colorado,Lincoln,63B9B9C3,Limon Correctional Facility,State prison,876.0,,749,0,84,0.0
Colorado,Garfield,86859433,Rifle Correctional Center,State prison,137.0,,4,0,3,0.0
Colorado,Pueblo,9DE965DF,San Carlos Correctional Facility,State prison,208.0,208.0,14,0,25,0.0
Colorado,Fremont,1E4904C2,Skyline Correctional Center,State prison,91.0,252.0,0,0,0,0.0
Colorado,Logan,23C68666,Sterling Correctional Center,State prison,2041.0,2041.0,1517,10,245,0.0
Colorado,Las Animas,EC7A836B,Trinidad Correctional Facility,State prison,407.0,,326,0,43,0.0
Colorado,Pueblo,C7BA6216,Youthful Offender System,State juvenile detention,,,142,0,75,0.0
Colorado,El Paso,C39C48F8,Cheyenne Mountain Re-entry Center,State prison,,,2,0,0,0.0
Colorado,Adams,2541DDEC,Adams Transitional Center,State prison,,,29,0,7,0.0
Colorado,Adams,D684E69F,Adams Youth Services Center,State juvenile detention,13.0,,3,0,6,0.0
Colorado,Alamosa,74694D92,Advantage Treatment Center prison-Alamosa,State rehabilitation center,,,23,0,15,0.0
Colorado,Logan,886FDE7B,Advantage Treatment Center prison-Lamar,State rehabilitation center,,,20,0,8,0.0
Colorado,Logan,F5F9658C,Advantage Treatment Center prison-Logan County,State rehabilitation center,,,63,1,19,0.0
Colorado,Arapahoe,4850C98A,Arapahoe Community Treatment Center,State rehabilitation center,,,11,0,2,0.0
Colorado,Jefferson,0F9E3CDB,Aspire Youth Services Center facility,State juvenile detention,16.0,,3,0,12,0.0
Colorado,Arapahoe,9678E55E,Centennial Community Transition Center,State prison,,,25,0,6,0.0
Colorado,Adams,F3CE58EA,Commerce Transitional Center,State prison,,,3,0,1,0.0
Colorado,Denver,5B42E3BC,Dahlia Facility,State prison,,,4,0,2,0.0
Colorado,Denver,DEB6CB91,Fox Facility,State prison,,,7,0,2,0.0
Colorado,Mesa,94481929,Gateway Residential Center,State rehabilitation center,,,6,0,6,0.0
Colorado,Denver,67A60EE0,Giliam Youth Services Center,State juvenile detention,,,6,0,13,0.0
Colorado,Tarrant,D322F3DC,Henderson Transitional Center,State prison,,,10,0,10,0.0
Colorado,Boulder,739B86D0,Intervention Community Corrections Services halfway house,State halfway house,,,18,0,3,0.0
Colorado,Denver,979FCA67,Independence House Pecos,State halfway house,,,34,1,8,0.0
Colorado,Denver,2231F1E3,Independence House South Federal,State halfway house,,,0,1,3,0.0
Colorado,Weld,3B0D3987,Intervention Community Corrections Services facility,State halfway house,,,52,0,20,0.0
Colorado,Jefferson,F2951DE0,Mount View Youth Services Center facility,State juvenile detention,61.0,,21,0,36,0.0
Colorado,Pueblo,439264FE,Pueblo Youth Services Center,State juvenile detention,15.0,,6,0,9,0.0
Colorado,El Paso,158FF64E,Roberts Road Residential Facility,State halfway house,,,58,0,20,0.0
Colorado,El Paso,B4F0FA71,Spring Creek Youth Services Center,State juvenile detention,46.0,,26,0,20,0.0
Colorado,Denver,8BBABB5E,Ulster Facility,State prison,,,2,0,1,0.0
Colorado,Weld,847CAA63,Weld County work release,Low-security work release,,,16,0,7,0.0
Colorado,El Paso,1C2A6411,Zebulon Pike Youth Services Center,State juvenile detention,,,4,0,9,0.0
Connecticut,Fairfield,B2A02FCE,Bridgeport Correctional Center,State prison,579.0,620.0,359,1,6,0.0
Connecticut,Windham,D5443A16,Brookyln Correctional Center,State prison,318.0,351.0,157,0,0,0.0
Connecticut,Hartford,829B3E92,Carl Robinson Correctional Institution,State prison,835.0,917.0,399,0,11,0.0
Connecticut,New Haven,4C3D1A7F,Cheshire Correctional Institution,State prison,1076.0,1124.0,405,0,5,0.0
Connecticut,New London,34089A08,Corrigan-Radgowski Correctional Center,State prison,626.0,630.0,418,0,12,0.0
Connecticut,Fairfield,D95ED6FA,Garner Correctional Institution,State prison,504.0,521.0,173,0,3,0.0
Connecticut,Hartford,7169CA78,Hartford Correctional Center,State prison,724.0,818.0,401,0,16,0.0
Connecticut,Hartford,B608D5C2,MacDougall-Walker Correctional Institution,State prison,1370.0,1440.0,742,0,3,0.0
Connecticut,Hartford,041B3B4C,MacDougall-Walker Infirmary,State facility,,,248,2,0,0.0
Connecticut,New Haven,DFC01B43,Manson Youth Institution,State juvenile detention,221.0,,25,0,3,0.0
Connecticut,New Haven,29442032,New Haven Correctional Center,State prison,607.0,682.0,359,0,0,0.0
Connecticut,Tolland,CCFA0225,Northern Correctional Institution,State prison,89.0,166.0,66,0,1,0.0
Connecticut,Tolland,EFC040FB,Osborn Correctional Institution,State prison,970.0,1073.0,544,5,1,0.0
Connecticut,Tolland,0B842196,Willard-Cybulski Correctional Institution,State prison,395.0,472.0,107,1,0,0.0
Connecticut,New London,C33104D1,York Correctional Institution,State prison,525.0,525.0,252,0,1,0.0
Delaware,New Castle,E468D27E,James T. Vaughn Correctional Center,State prison,1890.0,1890.0,676,8,211,0.0
Delaware,New Castle,CD644DE6,Howard R. Young Correctional Institution,State prison,1230.0,1244.0,496,0,126,0.0
Delaware,New Castle,BB330559,Delores J. Baylor Women's Correctional Institution,State prison,206.0,206.0,93,0,27,0.0
Delaware,Sussex,2314F8D3,Sussex Correctional Institution,State prison,907.0,954.0,616,5,104,0.0
Delaware,Kent,4D6B6361,Morris Community Corrections Center,State prison,46.0,82.0,20,0,6,0.0
Delaware,New Castle,DCF218E3,Hazel D. Plant Women's Treatment Facility,State prison,28.0,,3,0,0,0.0
Delaware,New Castle,1653E69B,Plummer Community Corrections Center,State prison,110.0,110.0,80,0,24,0.0
Delaware,Sussex,B7173DB0,Sussex Community Corrections Center,State prison,145.0,145.0,36,0,16,0.0
Florida,Jackson,AB5FF571,Apalachee Correctional Institution,State prison,1628.0,1700.0,174,1,96,0.0
Florida,Polk,85E1DCF9,Avon Park Correctional Institution,State prison,1497.0,1497.0,230,3,81,0.0
Florida,Baker,694B0A6E,Baker Correctional Institution,State prison,1669.0,1669.0,574,1,83,0.0
Florida,Bay,4043040E,Bay Correctional Facility,State prison,859.0,884.0,359,2,68,0.0
Florida,Santa Rosa,763CEDCA,Blackwater River Correctional Facility,State prison,1873.0,1873.0,155,7,56,0.0
Florida,Calhoun,A8401B83,Calhoun Correctional Institution,State prison,1706.0,1706.0,195,3,58,0.0
Florida,Escambia,37904D9E,Century Correctional Institution,State prison,1479.0,1488.0,776,3,75,0.0
Florida,Orange,CB9EABA3,Central Florida Reception Center prison,State prison,2647.0,,286,5,145,0.0
Florida,Charlotte,C1102FBD,Charlotte Correctional Institution,State prison,1273.0,1273.0,63,0,55,0.0
Florida,Columbia,38E4B078,Columbia Correctional Institution,State prison,2239.0,2239.0,1369,10,113,0.0
Florida,Dixie,39FC4616,Cross City Correctional Institution,State prison,1433.0,1520.0,310,3,89,0.0
Florida,Miami-Dade,74E15D35,Dade Correctional Institution,State prison,1427.0,1427.0,102,10,215,0.0
Florida,DeSoto,713A851C,Desoto Annex prison,State prison,1754.0,1754.0,215,0,64,0.0
Florida,Miami-Dade,C666F452,Everglades Correctional Institution,State prison,2060.0,2111.0,414,6,156,0.0
Florida,Bradford,AE7EF219,Florida State Prison,State prison,1967.0,1967.0,154,0,116,0.0
Florida,Marion,5929C8B6,Florida Women's Reception Center prison,State prison,905.0,,502,3,82,1.0
Florida,Franklin,2D4DDBB9,Franklin Correctional Institution,State prison,1182.0,1946.0,323,3,58,0.0
Florida,Gadsden,CB65BA05,Gadsden Correctional Facility,State prison,973.0,1475.0,108,0,50,0.0
Florida,Gadsden,1C4BF33F,Gadsden Re-Entry Center prison,State prison,293.0,,209,0,54,0.0
Florida,Jackson,C22CC7BE,Graceville Correctional Facility,State prison,1740.0,1911.0,677,6,91,0.0
Florida,Gulf,6A92F6FC,Gulf Correctional Institution,State prison,1204.0,1301.0,277,2,81,1.0
Florida,Hamilton,63568260,Hamilton Correctional Institution,State prison,1952.0,2052.0,362,2,92,0.0
Florida,Hardee,04F8E6F9,Hardee Correctional Institution,State prison,1713.0,1713.0,126,0,97,0.0
Florida,Hernando,EB317BE9,Hernando Correctional Institution,State prison,548.0,548.0,0,0,14,0.0
Florida,Holmes,81A2F225,Holmes Correctional Institution,State prison,1345.0,1431.0,174,2,55,0.0
Florida,Miami-Dade,AC9502F5,Homestead Correctional Institution,State prison,596.0,624.0,317,3,82,0.0
Florida,Jackson,281C9393,Jackson Correctional Institution,State prison,1434.0,1434.0,204,0,95,1.0
Florida,Jefferson,E502BD8C,Jefferson Correctional Institution,State prison,708.0,737.0,260,0,89,0.0
Florida,Lake,0ABE9382,Lake Correctional Institution,State prison,1052.0,1066.0,106,1,79,0.0
Florida,Columbia,016CFD91,Lake City Correctional Facility,State prison,793.0,805.0,76,0,45,0.0
Florida,Gilchrist,BAB8E023,Lancaster Correctional Institution,State prison,778.0,778.0,108,1,81,0.0
Florida,Bradford,642FD9DE,Lawtey Correctional Institution,State prison,824.0,,283,0,75,0.0
Florida,Liberty,6DCD6F02,Liberty Correctional Institution,State prison,1753.0,1753.0,232,3,95,0.0
Florida,Marion,EF18673F,Lowell Correctional Institution,State prison,2112.0,2161.0,1015,3,124,0.0
Florida,Madison,12F9A0D5,Madison Correctional Institution,State prison,1068.0,1116.0,125,1,83,1.0
Florida,Marion,9636A1AF,Marion Correctional Institution,State prison,1461.0,1533.0,316,0,81,0.0
Florida,Martin,652ED779,Martin Correctional Institution,State prison,1872.0,1872.0,9,0,50,0.0
Florida,Lafayette,F6EBDC60,Mayo Correctional Institution Annex,State prison,1402.0,1402.0,955,1,73,0.0
Florida,Glades,101230DC,Moore Haven Correctional Facility,State prison,851.0,885.0,182,1,52,0.0
Florida,Bradford,5370C7D5,New River Correctional Institution,State prison,848.0,1225.0,104,3,50,0.0
Florida,Washington,2DC6A1E5,Northwest Florida Reception Center prison,State prison,2080.0,,362,1,124,0.0
Florida,Okaloosa,B32B69A1,Okaloosa Correctional Institution,State prison,1018.0,1037.0,28,2,69,0.0
Florida,Okeechobee,F543DC00,Okeechobee Correctional Institution,State prison,2335.0,2335.0,142,6,84,0.0
Florida,Polk,24DE9005,Polk Correctional Institution,State prison,1214.0,1214.0,216,1,69,0.0
Florida,Putnam,41EFB8E0,Putnam Correctional Institution,State prison,426.0,,110,0,40,0.0
Florida,Union,EE41A107,Reception and Medical Center prison,State facility,1917.0,,340,45,210,2.0
Florida,Santa Rosa,86571B59,Santa Rosa Correctional Institution,State prison,2680.0,2680.0,809,0,217,0.0
