facility_state,facility_county,nyt_id,facility_name,facility_type,latest_inmate_population,max_inmate_population_2020,total_inmate_cases,total_inmate_deaths,total_officer_cases,total_officer_deaths
Ohio,Lorain,F397D6D3,Lorain County jail,Jail,,,7,0,13,0.0
Ohio,Lucas,6D181BD3,Lucas County jail,Jail,,,29,1,127,0.0
Ohio,Cuyahoga,13970373,Lyndhurst city jail,Jail,,,0,0,6,0.0
Ohio,Summit,D44C5A4F,Macedonia city jail,Jail,,,0,0,1,0.0
Ohio,Mahoning,769309DE,Mahoning County jail,Jail,,,6,0,8,0.0
Ohio,Cuyahoga,EDA679B1,Mayfield Heights city jail,Jail,,,0,0,3,0.0
Ohio,Medina,C9FA52DF,Medina County jail,Jail,,,31,0,25,0.0
Ohio,Mercer,E0B9DB8C,Mercer County jail,Jail,,,0,0,1,0.0
Ohio,Miami,6032B3F1,Miami County Jail,Jail,,,1,0,3,0.0
Ohio,Meigs,988E95F8,Middleport village jail,Jail,,,0,0,2,0.0
Ohio,Butler,47F90EA7,Middletown city jail,Jail,,,0,0,1,0.0
Ohio,Monroe,5991C525,Monroe County Jail,Jail,,,17,0,4,0.0
Ohio,Montgomery,DEBF2F87,Montgomery County jail,Jail,,,143,0,53,0.0
Ohio,Marion,86649EFF,Multi-County Correctional Center,Jail,,,15,0,2,0.0
Ohio,Muskingum,25C40327,Muskingum County jail,Jail,,,11,0,3,0.0
Ohio,Tuscarawas,033E5AA5,Newcomerstown city jail,Jail,,,0,0,3,0.0
Ohio,Cuyahoga,899BD2F7,North Olmsted city jail,Jail,,,0,0,2,0.0
Ohio,Cuyahoga,4FA3E322,North Royalton city jail,Jail,,,0,0,1,0.0
Ohio,Ottawa,CE2CA9CD,Ottawa County jail,Jail,,,0,0,1,0.0
Ohio,Cuyahoga,1A960E48,Parma city jail,Jail,,,1,0,1,0.0
Ohio,Pickaway,46BD80AA,Pickaway County jail,Jail,,,0,0,2,0.0
Ohio,Portage,8A2FA194,Portage County jail,Jail,,,75,0,10,0.0
Ohio,Preble,CE4D2676,Preble County jail,Jail,,,1,0,4,0.0
Ohio,Putnam,370180A3,Putnam County jail,Jail,,,0,0,3,0.0
Ohio,Summit,05FE1446,Richfield city jail,Jail,,,0,0,1,0.0
Ohio,Richland,11963863,Richland County jail,Jail,,,5,0,12,0.0
Ohio,Ross,797C3EB9,Ross County jail,Jail,,,3,0,3,0.0
Ohio,Sandusky,4ADEFCCC,Sandusky County jail,Jail,,,1,0,1,0.0
Ohio,Scioto,2F0F3BDA,Scioto County jail,Jail,,,1,0,1,0.0
Ohio,Seneca,DCBAC919,Seneca County jail,Jail,,,67,0,12,0.0
Ohio,Lorain,D5C20240,Sheffield Lake city jail,Jail,,,0,0,1,0.0
Ohio,Richland,A67D1507,Shelby city jail,Jail,,,0,0,1,0.0
Ohio,Shelby,F91763E1,Shelby County jail,Jail,,,0,0,2,0.0
Ohio,Athens,839E29B1,Southeastern Ohio Regional Jail,Jail,,,21,0,2,0.0
Ohio,Cuyahoga,0C5D5DFB,South Euclid jail,Jail,,,0,0,2,0.0
Ohio,Stark,4363E9A7,Stark County jail,Jail,,,78,0,13,0.0
Ohio,Summit,F1555C57,Stow jail,Jail,,,0,0,1,0.0
Ohio,Cuyahoga,A20747DC,Strongsville jail,Jail,,,1,0,3,0.0
Ohio,Summit,78C64711,Summit County jail,Jail,,,59,0,22,0.0
Ohio,Champaign,43CE274E,Tri-County Regional Jail,Jail,,,1,0,3,0.0
Ohio,Trumbull,92F12931,Trumbull County jail,Jail,,,1,0,7,0.0
Ohio,Tuscarawas,7E72325A,Tuscarawas County Jail,Jail,,,0,0,1,0.0
Ohio,Van Wert,6608DB74,Van Wert County jail,Jail,,,1,0,0,0.0
Ohio,Warren,7464CBBE,Warren County jail,Jail,,,40,0,31,0.0
Ohio,Washington,E810CE57,Washington County jail,Jail,,,48,0,3,0.0
Ohio,Wayne,148281E4,Wayne County jail,Jail,,,0,0,3,0.0
Ohio,Cuyahoga,3D6F836C,Westlake city jail,Jail,,,0,0,2,0.0
Ohio,Lake,4466B5A2,Wickliffe city jail,Jail,,,0,0,3,0.0
Ohio,Lake,0D368A2D,Willoughby city jail,Jail,,,0,0,3,0.0
Ohio,Lake,E1676588,Willowick city jail,Jail,,,0,0,8,0.0
Ohio,Wood,29EB1AA4,Wood County jail,Jail,,,14,0,10,0.0
Ohio,Wyandot,E84C5747,Wyandot County jail,Jail,,,0,0,2,0.0
Ohio,Muskingum,A6B7993E,Zanesville city jail,Jail,,,4,0,1,0.0
Oklahoma,Canadian,969F9D6C,Canadian County Detention Center,Jail,,,78,0,16,0.0
Oklahoma,Cleveland,304C4781,Cleveland County Detention Center,Jail,,,197,0,0,0.0
Oklahoma,Comanche,FAD54E14,Comanche County Detention Center,Jail,,,180,0,25,0.0
Oklahoma,Oklahoma,02AAE98F,Oklahoma County Jail,Jail,1716.0,,344,2,21,0.0
Oklahoma,Ottawa,97E826BC,Ottawa County Detention Center,Jail,94.0,,29,0,4,0.0
Oklahoma,Muskogee,249C2818,Muskogee County Jail,Jail,,,162,0,17,0.0
Oklahoma,Tulsa,A4727822,Tulsa County jail,Jail,1258.0,,390,0,6,0.0
Oregon,Clackamas,895B0F3B,Clackamas County Jail,Jail,,,4,0,10,0.0
Oregon,Jackson,0D618094,Jackson County Jail,Jail,220.0,,22,0,3,0.0
Oregon,Josephine,3A665AE7,Josephine County Jail,Jail,,,45,0,13,0.0
Oregon,Lane,2FE043A1,Lane County jail,Jail,260.0,,128,0,0,0.0
Oregon,Lincoln,67994980,Lincoln County Jail,Jail,,,9,0,1,0.0
Oregon,Linn,A5D1A938,Linn County jail,Jail,,,2,0,6,0.0
Oregon,Malheur,50036E47,Malheur County Jail,Jail,,,22,0,7,0.0
Oregon,Multnomah,5C8423F4,Multnomah County Inverness Jail,Jail,512.0,,200,0,25,0.0
Oregon,Multnomah,7D207B03,Multnomah County Justice Center,Jail,,,15,0,28,0.0
Oregon,Umatilla,6552CD6B,Umatilla County Jail,Jail,,,18,0,1,0.0
Pennsylvania,Allegheny,5E746CA5,Allegheny County jail,Jail,1744.0,,340,0,129,0.0
Pennsylvania,Bedford,543C2041,Bedford County jail,Jail,,,14,0,12,0.0
Pennsylvania,Blair,EA8BF74E,Blair County jail,Jail,,,224,0,0,0.0
Pennsylvania,Bradford,B44C6AC3,Bradford County jail,Jail,,,32,0,13,0.0
Pennsylvania,Bucks,7DEE2BA8,Bucks County jail,Jail,,,248,0,95,0.0
Pennsylvania,Cambria,09FB3D55,Cambria County jail,Jail,,,180,0,34,0.0
Pennsylvania,Centre,71630998,Centre County jail,Jail,146.0,,122,0,27,0.0
Pennsylvania,Huntingdon,08A6323D,Huntingdon County jail,Jail,,,18,0,20,0.0
Pennsylvania,Chester,4CEFD5E7,Chester County jail,Jail,,,93,0,48,0.0
Pennsylvania,Clearfield,C5B58EDE,Clearfield County jail,Jail,,,13,0,7,0.0
Pennsylvania,Clinton,9B73E9AA,Clinton County jail,Jail,,,102,0,23,0.0
Pennsylvania,Crawford,B26FBED8,Crawford County jail,Jail,,,46,0,9,0.0
Pennsylvania,Dauphin,50168C88,Dauphin County jail,Jail,,,337,0,118,0.0
Pennsylvania,Delaware,FB0ED113,George W. Hill Correctional Facility,Jail,,,169,0,116,2.0
Pennsylvania,Erie,5701170E,Erie County jail,Jail,,,45,0,0,0.0
Pennsylvania,Fayette,05214CF0,Fayette County jail,Jail,132.0,,73,0,20,0.0
Pennsylvania,Lancaster,2F68EC27,Lancaster County jail,Jail,630.0,,378,0,0,0.0
Pennsylvania,Lehigh,A96759C0,Lehigh County jail,Jail,,,321,1,85,1.0
Pennsylvania,Luzerne,57E0E1E8,Luzerne County jail,Jail,650.0,,116,0,103,0.0
Pennsylvania,Lycoming,774F6A2D,Lycoming County jail,Jail,,,107,0,0,0.0
Pennsylvania,Monroe,0FE21883,Monroe County jail,Jail,,,61,0,39,0.0
Pennsylvania,Montgomery,B4AC88F7,Montgomery County jail,Jail,,,456,1,162,0.0
Pennsylvania,Northampton,10226E96,Northampton County jail,Jail,513.0,,174,0,52,0.0
Pennsylvania,Northumberland,D9CD2847,Northumberland County jail,Jail,,,65,0,32,0.0
Pennsylvania,Philadelphia,B740058F,Philadelphia jails,Jail,,,1440,0,0,0.0
Pennsylvania,Schuylkill,8C51896C,Schuylkill County jail,Jail,,,58,0,12,0.0
Pennsylvania,Snyder,04424CC4,Snyder County jail,Jail,,,10,0,6,0.0
Pennsylvania,Westmoreland,C5AB1837,Westmoreland County jail,Jail,,,393,0,41,0.0
Pennsylvania,Wayne,1B409C57,Wayne County jail,Jail,,,3,0,6,0.0
Rhode Island,Providence,10248980,Donald W. Wyatt Detention Facility,Jail,,,156,0,42,0.0
South Carolina,Aiken,BD8CF2C7,Aiken County Detention Center,Jail,,,75,0,15,0.0
South Carolina,Charleston,D210F200,Charleston County jail,Jail,,,198,0,65,0.0
South Carolina,Cherokee,29A78788,Cherokee County Detention Center,Jail,,,9,1,17,0.0
South Carolina,Greenville,B5689C96,Greenville County Detention Center,Jail,,,216,0,147,0.0
South Carolina,Horry,50419211,J. Reuben Long Detention Center,Jail,,,175,0,76,0.0
South Carolina,Lexington,0C51A186,Lexington County Detention Center,Jail,,,62,0,35,0.0
South Carolina,Orangeburg,6F12242D,Orangeburg-Calhoun Regional Detention Center,Jail,,,43,0,16,0.0
South Carolina,Richland,C7BE42D3,Alvin S. Glenn Detention Center,Jail,,,107,0,52,0.0
South Carolina,Sumter,11C75651,Sumter-Lee Regional Detention Center,Jail,,,9,0,27,0.0
South Carolina,York,FFA4DDF9,York County Detention Center,Jail,,,79,0,24,0.0
South Dakota,Minnehaha,2F03526B,Minnehaha County jail,Jail,426.0,,50,0,44,0.0
South Dakota,Pennington,83685783,Pennington County jail,Jail,,,71,0,56,0.0
Tennessee,Blount,AAB28820,Blount County jail,Jail,530.0,,141,0,0,0.0
Tennessee,Bradley,02EC1E1A,Bradley County jail,Jail,,,55,0,32,0.0
Tennessee,Davidson,FC2FFD91,Davidson County jails,Jail,1194.0,,390,1,205,0.0
Tennessee,Hamblen,3BFEE581,Hamblen County Jail,Jail,,,106,0,0,0.0
Tennessee,Hamilton,EC444A2E,Silverdale Detention Center,Jail,,,0,0,35,0.0
Tennessee,Knox,87B0E306,Knox County jails,Jail,,,129,0,0,0.0
Tennessee,Madison,0C550AA0,Madison County Jails,Jail,,,143,0,35,1.0
Tennessee,Montgomery,F153F132,Montgomery County Jail,Jail,,,30,0,0,0.0
Tennessee,Morgan,36238124,Morgan County Jail,Jail,,,36,0,16,0.0
Tennessee,Rutherford,C81CA46E,Rutherford County Jail,Jail,,,124,0,45,0.0
Tennessee,Robertson,BBAF1056,Robertson County Detention Facility,Jail,,,124,0,0,0.0
Tennessee,Sevier,C36DFC1E,Sevier County jails,Jail,,,37,0,27,0.0
Tennessee,Shelby,4F826FA5,Shelby County jails,Jail,2210.0,,288,0,353,1.0
Tennessee,Stewart,B4DE4260,Stewart County Jail,Jail,,,28,0,4,0.0
Tennessee,Wilson,C8BAEDF7,Wilson County Jail,Jail,,,92,1,38,0.0
Texas,Angelina,E750277F,Angelina County Jail,Jail,,,15,0,8,0.0
Texas,Aransas,D032628B,Aransas County Detention Center,Jail,,,12,0,0,0.0
Texas,Bee,E1022698,Bee County Jail,Jail,,,7,0,6,0.0
Texas,Bell,E8F839DD,Bell County Jail,Jail,,,6,0,11,0.0
Texas,Bexar,3B748533,Bexar County jail,Jail,3969.0,,1294,2,349,2.0
Texas,Miller,1E462FEA,Bowie County jail,Jail,,,30,1,54,1.0
Texas,Brazoria,7BA043C6,Brazoria County Jail,Jail,739.0,,203,0,19,0.0
Texas,Brazos,C9E1058B,Brazos County jail,Jail,532.0,,139,1,48,0.0
Texas,Cameron,74897FDB,Carrizales-Rucker Cameron County Detention Center,Jail,,,456,1,85,0.0
Texas,Cameron,11C71056,Old County Jail,Jail,,,40,0,12,0.0
Texas,Cameron,DA0DE793,Detention Center 1 and 2,Jail,,,95,0,24,2.0
Texas,Collin,7AC1375B,Collin County Jail,Jail,912.0,,193,0,77,1.0
Texas,Cooke,AFAE49D2,Cooke County Jail,Jail,,,5,0,5,0.0
Texas,Dallas,336DE855,Dallas County jail,Jail,5653.0,,1074,2,45,0.0
Texas,Denton,B4D70E23,Denton County jail,Jail,1011.0,,214,1,134,0.0
Texas,Ector,10A2F4F6,Ector County Detention Center,Jail,773.0,,82,0,59,0.0
Texas,El Paso,F6A47B28,El Paso County jails,Jail,2224.0,,1158,1,187,0.0
Texas,Ellis,075AD54B,Ellis County jail,Jail,,,35,0,33,0.0
Texas,Fannin,33BE2F9F,Fannin County jail,Jail,500.0,,22,0,29,0.0
Texas,Fort Bend,F7DE0193,Fort Bend County Jail,Jail,758.0,,133,0,70,0.0
Texas,Galveston,E82BA9DE,Galveston County Jail,Jail,,,116,0,54,1.0
Texas,Gregg,AFEE64B1,Gregg County jail,Jail,,,223,0,133,0.0
Texas,Guadalupe,45CAF6E8,Guadalupe County jail,Jail,406.0,,23,0,27,0.0
Texas,Hale,03FF5BD9,Hale County Jail,Jail,,,2,0,3,0.0
Texas,Harris,B3321655,Harris County jail,Jail,8616.0,,2609,6,1196,2.0
Texas,Haskell,CB9FE935,Haskell County jail,Jail,,,8,0,11,0.0
Texas,Hays,936B4EF8,Hays County Jail,Jail,252.0,,148,0,65,0.0
Texas,Henderson,E6B6583C,Henderson County Jail,Jail,,,52,0,12,0.0
Texas,Hidalgo,615FEA57,Hidalgo County Jail,Jail,,,127,0,98,0.0
Texas,Hood,541A89C5,Hood County Jail,Jail,,,12,0,3,0.0
Texas,Hunt,703E7B19,Hunt County Jail,Jail,,,20,0,0,0.0
Texas,Jackson,06EFC1B2,Jackson County Jail,Jail,,,16,0,11,0.0
Texas,Jefferson,4ECC4BBF,Jefferson County jail,Jail,,,459,0,106,1.0
Texas,Jim Wells,47669390,Jim Wells County Jail,Jail,,,8,0,4,0.0
Texas,Kleberg,4BBE267E,Kleberg County Detention Center,Jail,,,62,0,5,0.0
Texas,Lubbock,2EB6EDA8,Lubbock County Jail,Jail,,,188,0,90,0.0
Texas,Matagorda,4FD7303B,Matagorda County Jail,Jail,,,9,0,2,0.0
Texas,Maverick,9E376F14,Maverick County Jail,Jail,,,18,0,21,0.0
Texas,McLennan,30CE2713,Highway 6 Jail,Jail,683.0,,154,0,127,0.0
Texas,McLennan,AC9D23F2,Jack Harwell Detention Center,Jail,564.0,,105,0,71,0.0
Texas,Midland,A4A9F0C7,Midland County Detention Center,Jail,406.0,,105,0,24,1.0
Texas,Montgomery,47819C13,Montgomery County jail,Jail,,,305,1,55,0.0
Texas,Nacogdoches,FDA9F260,Nacogdoches County Jail,Jail,249.0,,140,0,28,0.0
Texas,Nueces,DBF5E3A0,Nueces County Jail/McKinzie Jail Annex,Jail,1018.0,,416,1,114,1.0
Texas,Pecos,38086103,Pecos County Jail,Jail,,,12,0,4,0.0
Texas,Potter,2F9F51BF,Potter County Detention Center,Jail,468.0,,45,0,44,0.0
Texas,Smith,2CADB487,Smith County Jails,Jail,1007.0,,406,1,90,0.0
Texas,Tarrant,17509760,Tarrant County jails,Jail,4151.0,,607,7,199,3.0
Texas,Taylor,FC20ECA6,Taylor County Adult Detention Facility,Jail,746.0,,272,0,41,0.0
Texas,Tom Green,6CDA740D,Tom Green County Jail,Jail,,,86,1,26,0.0
Texas,Travis,5BF06AD0,Travis County jail,Jail,1863.0,,323,0,139,0.0
Texas,Uvalde,EB8EDEC1,Uvalde County Jail,Jail,,,4,0,1,0.0
Texas,Val Verde,35CC0465,Val Verde County Jail,Jail,,,79,0,55,0.0
Texas,Victoria,2C43EFAF,Victoria County Jail,Jail,,,14,0,3,0.0
Texas,Wharton,3C86CD9A,Wharton County Jail,Jail,,,12,0,4,0.0
Texas,Wichita,1213D175,Wichita County jails,Jail,414.0,,73,0,57,0.0
Texas,Williamson,21EEE1BD,Williamson County Jail,Jail,519.0,,91,0,130,1.0
Utah,Box Elder,7633C391,Box Elder County Jail,Jail,83.0,,1,0,5,0.0
Utah,Cache,1C30B265,Cache County Jail,Jail,,,77,0,0,0.0
Utah,Davis,506E3234,Davis County Jail,Jail,382.0,,102,0,19,0.0
Utah,Kane,F4CB2AC9,Kane County Jail,Jail,,,156,0,6,0.0
Utah,Salt Lake,A317AC6B,Salt Lake County jails,Jail,1226.0,,71,0,139,0.0
Utah,San Juan,691DB75E,San Juan County Jail,Jail,87.0,,0,0,2,0.0
Utah,Summit,8DE551C0,Summit County Jail,Jail,38.0,,0,0,1,0.0
Virginia,Accomack,460BE318,Accomack County Jail,Jail,,,15,0,13,0.0
Virginia,Albemarle,5E872076,Albemarle-Charlottesville Regional Jail,Jail,,,11,0,7,0.0
Virginia,Arlington,B507B4C2,Arlington County jail,Jail,,,4,0,36,0.0
Virginia,Amherst,DF474530,Amherst County Adult Detention Center,Jail,,,127,1,52,0.0
Virginia,Bedford City,8D0F6C48,Bedford Adult Detention Center,Jail,,,34,1,21,0.0
Virginia,Campbell,7F7609AA,Campbell County Adult Detention Center,Jail,,,45,0,9,0.0
Virginia,Halifax,9ACC8099,Halifax County Adult Detention Center,Jail,,,96,0,10,0.0
Virginia,Lynchburg City,31BE5B75,Lynchburg Adult Detention Center,Jail,,,193,0,26,0.0
Virginia,Orange,66EF7B74,Central Virginia Regional Jail,Jail,,,60,0,15,0.0
Virginia,Chesapeake City,DED9CDCA,Chesapeake City jail,Jail,,,262,0,82,0.0
Virginia,Chesterfield,CDC9A4CA,Chesterfield County Jail,Jail,,,115,0,42,0.0
Virginia,Danville City,8720504E,Danville City Jail,Jail,,,116,0,18,0.0
Virginia,Fairfax,CE027883,Fairfax County jail,Jail,,,34,0,0,1.0
Virginia,Franklin,D928B51A,Franklin County Jail,Jail,,,19,0,15,0.0
Virginia,Hampton City,2E76A6ED,Hampton city jails,Jail,,,7,0,1,0.0
Virginia,Portsmouth City,23A51770,Hampton Roads Regional Jail,Jail,,,138,0,34,1.0
Virginia,New Kent,8C9A0543,Henrico County Regional Jail East,Jail,,,83,0,10,0.0
Virginia,Henrico,EDAB7D6F,Henrico County Regional Jail West,Jail,,,352,0,73,0.0
Virginia,Henry,E903F004,Henry County Jail,Jail,,,30,0,11,0.0
Virginia,Augusta,056987C8,Middle River Regional Jail,Jail,,,559,0,75,0.0
Virginia,Pulaski,137D5D9C,New River Valley Regional Jail,Jail,,,187,0,0,0.0
Virginia,Norfolk City,8DA8C160,Norfolk City Jail,Jail,,,68,0,115,0.0
Virginia,Frederick,30CCB7C2,Northwestern Regional Adult Detention Center,Jail,,,375,0,65,0.0
Virginia,Hanover,E12300A4,Pamunkey Regional Jail,Jail,,,289,0,43,0.0
Virginia,Prince Edward,35F25B6E,Piedmont Regional Jail,Jail,,,44,0,38,0.0
Virginia,Prince William,AF18C4BA,Prince William – Manassas Regional Adult Detention Center,Jail,,,120,0,79,0.0
Virginia,Stafford,CCA399F7,Rappahannock Regional Jail,Jail,,,644,0,77,0.0
Virginia,Warren,AA64FF53,Rappahannock Shenandoah Warren Regional Jail,Jail,,,114,0,21,0.0
Virginia,Richmond City,D7CC24EE,Richmond jail,Jail,,,233,0,0,0.0
Virginia,Prince George,6723FF0B,Riverside Regional Jail,Jail,,,218,0,62,0.0
Virginia,Roanoke City,06C93AE9,Roanoke City Jail,Jail,,,167,0,64,0.0
Virginia,Harrisonburg City,1629DC71,Rockingham-Harrisonburg Regional Jail,Jail,,,20,0,10,0.0
Virginia,Virginia Beach City,4F51680D,Virginia Beach Correctional Center,Jail,,,622,0,72,0.0
Virginia,James City,4E8AD2F9,Virginia Peninsula Regional Jail,Jail,,,153,0,19,0.0
Virginia,Suffolk City,07EC2A44,Western Tidewater Regional Jail,Jail,,,237,0,37,0.0
Virginia,Roanoke,2681CBDE,Western Virginia Regional Jail,Jail,,,650,1,52,0.0
Washington,Clallam,BA75952C,Clallam County Jail,Jail,,,8,0,0,0.0
Washington,Clark,703F2E86,Clark County Jail,Jail,,,125,0,22,0.0
Washington,King,4957C6C4,King County jails,Jail,1345.0,,195,0,86,0.0
Washington,Lewis,FC0C72B0,Lewis County Jail,Jail,161.0,,12,0,8,0.0
Washington,Okanogan,CC9B9349,Okanogan County Jail,Jail,,,20,0,10,0.0
Washington,Spokane,B9B3052D,Spokane County Detention Services,Jail,,,188,0,111,0.0
Washington,Thurston,C6E12404,Thurston County Jail,Jail,270.0,,33,0,9,0.0
Washington,Walla Walla,B98062A4,Walla Walla County Jail,Jail,75.0,,27,0,8,0.0
Washington,Whatcom,6DB36A1F,Whatcom County Jail,Jail,,,45,0,6,0.0
Washington,Yakima,B60DDD1C,Yakima County jail,Jail,559.0,,269,0,81,1.0
West Virginia,Braxton,0C5E80B1,Central Regional Jail and Correctional Facility,Jail,396.0,,313,0,0,0.0
West Virginia,Berkeley,96C34F73,Eastern Regional Jail and Correctional Facility,Jail,548.0,,282,0,0,0.0
West Virginia,Doddridge,7F2376B2,North Central Regional Correctional Facility And Jail,Jail,893.0,,107,0,0,0.0
West Virginia,Marshall,8295691C,Northern Regional Jail,Jail,446.0,,207,0,0,1.0
West Virginia,Kanawha,3A552E1F,South Central Regional Jail and Correctional Facility,Jail,514.0,,102,1,6,0.0
West Virginia,Raleigh,178BBBD3,Southern Regional Jail and Correctional Facility,Jail,722.0,,113,0,0,0.0
West Virginia,Logan,5AFF3E1A,Southwestern Regional Jail and Correctional Facility,Jail,526.0,,1,0,0,0.0
West Virginia,Randolph,051F5339,Tygart Valley Regional Jail and Correctional Facility,Jail,561.0,,368,0,0,0.0
West Virginia,Kanawha,1E1C0D22,Western Regional Jail and Correctional Facility,Jail,819.0,,241,0,0,0.0
Wisconsin,Brown,73A5C060,Brown County jail,Jail,655.0,,71,0,0,0.0
Wisconsin,Dane,024990C2,Dane County jail,Jail,442.0,,277,0,37,0.0
Wisconsin,Eau Claire,56B9BD45,Eau Claire County Jail,Jail,,,28,0,10,0.0
Wisconsin,Fond du Lac,A5C33029,Fond Du Lac County Jail,Jail,,,27,0,11,0.0
Wisconsin,Marathon,77F7A9D4,Marathon County jail,Jail,,,93,0,12,0.0
Wisconsin,Milwaukee,AC3C6C58,Milwaukee County jail,Jail,698.0,,344,0,72,0.0
Wisconsin,Milwaukee,815B1D8B,Milwaukee County House of Correction,Jail,,,344,0,126,0.0
Wisconsin,Oconto,B8EA3E74,Oconto County Jail,Jail,,,0,0,3,0.0
Wisconsin,Racine,63DCD163,Racine County jail,Jail,,,88,0,0,0.0
Wisconsin,Rock,41B53DC5,Rock County jail,Jail,,,159,0,37,0.0
Wisconsin,Sheboygan,BC2E50A4,Sheboygan County jail,Jail,,,12,0,9,0.0
Wisconsin,Winnebago,9E2055EC,Winnebago County Jail,Jail,,,89,0,6,0.0
Wyoming,Big Horn,FD6A11D8,Big Horn County jail,Jail,,,1,0,0,0.0
Wyoming,Laramie,55CFF134,Laramie County Detention Center,Jail,,,8,0,17,0.0
Wyoming,Natrona,5EA1106A,Natrona County Regional Juvenile Detention Center,State juvenile detention,,,1,0,0,0.0
,Muskogee,E5DA4853,U.S. Marshalls,U.S. Marshalls,,,12290,31,0,0.0
Georgia,Charleston,6C623469,Charleston County ICE facility,Detention center,,,2,0,0,0.0
South Carolina,Richland,FC544B4C,Columbia Regional Care ICE facility,Detention center,,,1,0,0,0.0
Georgia,Irwin,98255E1A,Irwin County ICE facility,Detention center,,,71,0,0,0.0
Georgia,Clayton,C74C93A9,Robert A. Deyton ICE facility,Detention center,,,6,0,0,0.0
South Carolina,Charleston,10FDDF94,Sheriff Al Cannon ICE facility,Detention center,,,1,0,0,0.0
Georgia,Stewart,52F79BC3,Stewart ICE facility,Detention center,,,493,4,0,0.0
Maryland,Frederick,C24CB935,Frederick County jail,Detention center,,,0,0,0,0.0
Maryland,Howard,DBD2274F,Howard County ICE facility,Detention center,,,2,0,0,0.0
Maryland,Worcester,6BD91DDD,Worcester County ICE facility,Detention center,,,1,0,0,0.0
Massachusetts,Plymouth,C9F8FF63,Plymouth County ICE facility,Detention center,600.0,,5,0,0,0.0
Massachusetts,Suffolk,BD8F3FD0,Suffolk County House of Corrections,Detention center,,,0,0,0,0.0
New Hampshire,Strafford,3D112DE3,Strafford County ICE facility,Detention center,,,20,0,0,0.0
Rhode Island,Providence,2AB00BF8,Donald W. Wyatt ICE facility,Detention center,,,35,0,0,0.0
New York,Albany,546BA938,Albany County Correctional Facility,Detention center,,,0,0,0,0.0
New York,Allegany,4F6FA143,Allegany County Jail,Detention center,,,0,0,0,0.0
New York,Genesee,0FE09C72,Buffalo ICE Service Processing Center,Detention center,,,118,0,0,0.0
New York,Chautauqua,618A13CA,Chautauqua County ICE detention center,Detention center,,,0,0,0,0.0
New York,Clinton,CD36B3FC,Clinton County Jail,Detention center,,,0,0,0,0.0
New York,Wayne,D727192E,Wayne County Jail,Detention center,,,0,0,0,0.0
Indiana,Clay,F8D2DD57,Clay County ICE facility,Detention center,,,18,0,0,0.0
Wisconsin,Dodge,E3F78B5C,Dodge County ICE facility,Detention center,,,4,0,0,0.0
Illinois,Jefferson,79167369,Jefferson County Jail,Detention center,,,0,0,0,0.0
Illinois,Kankakee,541D0079,Kankakee County ICE facility,Detention center,,,22,0,0,0.0
Kentucky,Boone,EA7FCD3C,Boone County Jail,Detention center,,,0,0,0,0.0
Illinois,McHenry,5CA90E47,McHenry County ICE facility,Detention center,,,8,0,0,0.0
Missouri,Montgomery,FD78D74D,Montgomery County ICE facility,Detention center,,,1,0,0,0.0
Missouri,Morgan,ABD908D9,Morgan County ICE facility,Detention center,,,3,0,0,0.0
Illinois,Pulaski,9F552DFE,Pulaski County ICE facility,Detention center,,,112,0,0,0.0
Texas,Jones,8474FE4F,Bluebonnet ICE facility,Detention center,,,408,0,0,0.0
Texas,Concho,448535FE,Eden ICE facility,Detention center,,,65,0,0,0.0
Texas,Henderson,F75923B6,Henderson County Detention Center,Detention center,,,0,0,0,0.0
Texas,Johnson,CDB2C76E,Johnson County ICE facility,Detention center,,,4,0,0,0.0
Oklahoma,Kay,9CD6ADD6,Kay County ICE facility,Detention center,,,1,0,0,0.0
Oklahoma,Okmulgee,D7CF43CB,Moore ICE facility,Detention center,,,36,0,0,0.0
Texas,Johnson,98C52F94,Prairieland ICE facility,Detention center,,,155,0,0,0.0
Texas,Haskell,1B44BF9A,Rolling Plains ICE facility,Detention center,,,59,0,0,0.0
Colorado,Adams,CBFC5098,Aurora ICE facility,Detention center,,,185,0,0,0.0
Colorado,El Paso,CC972E3E,El Paso County jail,Detention center,,,0,0,0,0.0
Colorado,Teller,66BBC0AA,Teller County Detention Facility,Detention center,,,0,0,0,0.0
Ohio,Cuyahoga,6AB44501,Bedford Heights City Jail,Detention center,,,0,0,0,0.0
Ohio,Butler,75274010,Butler County ICE facility,Detention center,,,1,0,0,0.0
Michigan,Calhoun,9A454D8B,Calhoun County ICE facility,Detention center,356.0,,60,0,0,0.0
Ohio,Geauga,F0DE0405,Geauga County ICE facility,Detention center,,,11,0,0,0.0
Michigan,Kankakee,541D0079,Monroe County Detention ICE facility,Detention center,,,1,0,0,0.0
Michigan,Monroe,B2A6FEEA,Monroe County Jail Dormitory ICE facility,Detention center,,,1,0,0,0.0
Michigan,Monroe,A293C21E,Monroe County Main Jail ICE facility,Detention center,,,1,0,0,0.0
Michigan,St. Clair,F2C741E1,Saint Clair County ICE facility,Detention center,,,15,0,0,0.0
Ohio,Seneca,F5EC170C,Seneca County ICE facility,Detention center,,,14,0,0,0.0
Texas,El Paso,8F52D085,El Paso ICE Service Processing Center,Detention center,,,424,0,0,0.0
Texas,El Paso,15DE8ED4,La Tuna prison,Detention center,,,0,0,0,0.0
